SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
530463,UMA MAHESWARI MILLS LTD.,Delisted,P,10.00,NA,,UMAMAHM,Equity,https://www.bseindia.com/stock-share-price/uma-maheswari-mills-ltd/umamahm/530463/,Uma Maheshwari Mills Ltd.,
530465,CRYSTAL CREDITS CORPORATION LTD.,Delisted,XD,10.00,INE036C01012,,CRYSTALC,Equity,https://www.bseindia.com/stock-share-price/crystal-credits-corporation-ltd/crystalc/530465/,Crystal Credits Corporation Ltd.,
530467,GUJARAT CYPROMET LTD.,Suspended,Z,10.00,INE673B01014,Trading - Metals,GUJCYPROM,Equity,https://www.bseindia.com/stock-share-price/gujarat-cypromet-ltd/gujcyprom/530467/,Gujarat Cypromet Ltd.,2.16
530469,GSL SECURITIES LTD.,Active,XT,10.00,INE721D01017,Non Banking Financial Company (NBFC),GSLSEC,Equity,https://www.bseindia.com/stock-share-price/gsl-securities-ltd/gslsec/530469/,GSL Securities Ltd.,2.58
530471,BALAJI HOTELS & ENTERPRISES LTD.,Delisted,X,10.00,INE454A01011,,BALAJHOTEL,Equity,https://www.bseindia.com/stock-share-price/balaji-hotels--enterprises-ltd/balajhotel/530471/,Balaji Hotels And Enterprises Ltd.,9.75
530473,ARAVALI (INDIA) LTD.,Delisted,Z,10.00,NA,,ARAVIND,Equity,https://www.bseindia.com/stock-share-price/aravali-(india)-ltd/aravind/530473/,Aravali (India) Ltd.,
530475,Tinna Rubber and Infrastructure Limited,Active,X,10.00,INE015C01016,Specialty Chemicals,TINNARUBR,Equity,https://www.bseindia.com/stock-share-price/tinna-rubber-and-infrastructure-limited/tinnarubr/530475/,Tinna Rubber and Infrastructure Limited,1001.56
530477,VIKRAM THERMO (INDIA) LTD.,Active,X,10.00,INE337E01010,Commodity Chemicals,VIKRAMTH,Equity,https://www.bseindia.com/stock-share-price/vikram-thermo-(india)-ltd/vikramth/530477/,Vikram Thermo (India) Ltd.,482.28
530479,Atlanta Infrastructure and Finance Ltd.,Delisted,XT,1.00,INE433D01027,Civil Construction,ATLINFRA,Equity,https://www.bseindia.com/stock-share-price/atlanta-infrastructure-and-finance-ltd/atlinfra/530479/,Atlanta Infrastructure and Finance Ltd.,92.17
530481,KARNATAKA FINANCIAL SERVICES LTD.,Delisted,B,10.00,INE873B01010,,KARNATFI,Equity,https://www.bseindia.com/stock-share-price/karnataka-financial-services-ltd/karnatfi/530481/,Karnataka Financial Services Ltd.,0.00
530483,GRESOIL (INDIA) LTD.,Delisted,Z,10.00,NA,,GRESOIL,Equity,https://www.bseindia.com/stock-share-price/gresoil-(india)-ltd/gresoil/530483/,Gresoil (India) ltd.,
530485,SAMARTH INTERNATIONAL FINLEASE LTD.,Delisted,XD,10.00,INE503C01011,,SAMARTHI,Equity,https://www.bseindia.com/stock-share-price/samarth-international-finlease-ltd/samarthi/530485/,Samarth International Finlease Ltd.,0.08
530487,VIBROS ORGANICS LTD.,Delisted,ZP,10.00,INE162Q01016,,VIBROSO,Equity,https://www.bseindia.com/stock-share-price/vibros-organics-ltd/vibroso/530487/,Vibros Organics ltd.,2.13
530491,SOUTHERN IRON & STEEL COMPANY LTD.,Delisted,B,10.00,INE710B01014,,SOUTHIR,Equity,https://www.bseindia.com/stock-share-price/southern-iron--steel-company-ltd/southir/530491/,Southern Iron & Steel Company Ltd.,0.00
530493,COIMBATORE POPULAR SPINNING MILLS LTD.,Delisted,Z,10.00,NA,,COIMBAT,Equity,https://www.bseindia.com/stock-share-price/coimbatore-popular-spinning-mills-ltd/coimbat/530493/,Coimbatore Popular Spinning Mills L,
530495,Stratmont Industries Ltd,Active,XT,10.00,INE473C01025,Trading & Distributors,STRATMONT,Equity,https://www.bseindia.com/stock-share-price/stratmont-industries-ltd/stratmont/530495/,STRATMONT INDUSTRIES LIMITED,7.57
530497,MARVEL CAPITAL & FINANCE (INDIA) LTD.,Delisted,Z,10.00,INE571D01016,,MARVEL,Equity,https://www.bseindia.com/stock-share-price/marvel-capital--finance-(india)-ltd/marvel/530497/,Marvel Capital & Finance (India) Lt,1.38
530499,A.K.CAPITAL SERVICES LTD.,Active,X,10.00,INE701G01012,Non Banking Financial Company (NBFC),AKCAPIT,Equity,https://www.bseindia.com/stock-share-price/akcapital-services-ltd/akcapit/530499/,A.K.Capital Services Ltd.,516.78
530501,SARVODAYA LABS LTD.,Delisted,XD,10.00,INE153B01017,,SARVODYA,Equity,https://www.bseindia.com/stock-share-price/sarvodaya-labs-ltd/sarvodya/530501/,Sarvodaya Labs Ltd.,1.12
530503,GUJARAT NITRATES LTD.,Delisted,Z,10.00,NA,,GUJARAN,Equity,https://www.bseindia.com/stock-share-price/gujarat-nitrates-ltd/gujaran/530503/,Gujarat Nitrates Ltd.,
530505,UPPER GANGES SUGAR & INDUSTRIES LTD.,Delisted,B,10.00,INE018B01012,,UPERGANGES,Equity,https://www.bseindia.com/stock-share-price/upper-ganges-sugar--industries-ltd/uperganges/530505/,Upper Ganges Sugar Industries Ltd.,438.02
530507,RAAJRATNA METAL INDUSTRIES LTD.,Delisted,B,10.00,INE182B01016,,RAJMI,Equity,https://www.bseindia.com/stock-share-price/raajratna-metal-industries-ltd/rajmi/530507/,Raajratna Metal Industries Ltd.,
530509,VANTECH INDUSTRY LTD.,Delisted,P,10.00,NA,,VANTECH-B,Equity,https://www.bseindia.com/stock-share-price/vantech-industry-ltd/vantech-b/530509/,Vantech Industry Ltd.,2.10
530511,ARMAAN ELECTRIC LTD.,Delisted,Z,10.00,NA,,ARMAANE,Equity,https://www.bseindia.com/stock-share-price/armaan-electric-ltd/armaane/530511/,Armaan Electric Ltd.,
530513,ACCURATE TRANSFORMERS LTD.,Delisted,Z,10.00,INE243C01014,,ACCURATE,Equity,https://www.bseindia.com/stock-share-price/accurate-transformers-ltd/accurate/530513/,Accurate Transformers Ltd.,7.40
530515,SHRIRAM OVERSEAS FINANCE LTD.,Delisted,B,10.00,INE917G01014,,SHRIRAM,Equity,https://www.bseindia.com/stock-share-price/shriram-overseas-finance-ltd/shriram/530515/,Shriram Overseas Finance Ltd.,0.00
530517,RELAXO FOOTWEARS LTD.-$,Active,A,1.00,INE131B01039,Footwear,RELAXO,Equity,https://www.bseindia.com/stock-share-price/relaxo-footwears-ltd/relaxo/530517/,Relaxo Footwears Ltd.,22399.49
530519,INTERFACE FINANCIAL SERVICES LTD.,Delisted,XT,1.00,INE778C01027,Other Financial Services,INTERFAC,Equity,https://www.bseindia.com/stock-share-price/interface-financial-services-ltd/interfac/530519/,Interface Financial Services Ltd.,4.45
530521,VIRAT INDUSTRIES LTD.,Active,X,10.00,INE467D01017,Garments & Apparels,VIRAT,Equity,https://www.bseindia.com/stock-share-price/virat-industries-ltd/virat/530521/,Virat Industries Ltd.,95.00
530523,KARISHMA FLORICULTURE LTD.,Delisted,Z,10.00,NA,,KARISHM,Equity,https://www.bseindia.com/stock-share-price/karishma-floriculture-ltd/karishm/530523/,Karishma Floriculture Ltd.,
530525,SHEETAL DIAMONDS LTD.,Active,XT,5.00,INE786J01025,Gems- Jewellery And Watches,SHEETAL,Equity,https://www.bseindia.com/stock-share-price/sheetal-diamonds-ltd/sheetal/530525/,Sheetal Diamonds Ltd.,163.79
530527,TRANS AGRO TECH LTD.,Delisted,P,10.00,NA,,TRANSAG,Equity,https://www.bseindia.com/stock-share-price/trans-agro-tech-ltd/transag/530527/,Trans Agrotech Ltd.,
530529,KAMALA TEA CO.LTD.,Delisted,P,10.00,NA,,KAMALAT,Equity,https://www.bseindia.com/stock-share-price/kamala-tea-coltd/kamalat/530529/,Kamala Tea Co.Ltd.,
530531,TRIENTP,Delisted,Z,10.00,NA,,TRIENTP,Equity,https://www.bseindia.com/stock-share-price/-/trientp/530531/,Tristar Enterprises Limited,
530533,TERAI TEA CO.LTD.,Active,X,10.00,INE390D01011,Tea & Coffee,TERAI,Equity,https://www.bseindia.com/stock-share-price/terai-tea-coltd/terai/530533/,Terai Tea Co. Ltd.,63.22
530535,HINDUSTAN FINSTOCK LTD.,Delisted,Z,10.00,NA,,HINFINS,Equity,https://www.bseindia.com/stock-share-price/hindustan-finstock-ltd/hinfins/530535/,Hindustan Finstock Ltd.,
530537,MANRAJ HOUSING FINANCE LTD.,Active,Z,10.00,INE948I01015,Housing Finance Company,MANRAJH,Equity,https://www.bseindia.com/stock-share-price/manraj-housing-finance-ltd/manrajh/530537/,Manraj Housing Finance Ltd.,18.91
530539,SUPRAPTI PLASTICS LTD.,Delisted,Z,10.00,NA,,SUPRAPT,Equity,https://www.bseindia.com/stock-share-price/suprapti-plastics-ltd/suprapt/530539/,Suprapti Plastics Ltd.,
530543,MARG LTD.,Suspended,Z,10.00,INE941E01019,Residential- Commercial Projects,MARG,Equity,https://www.bseindia.com/stock-share-price/marg-ltd/marg/530543/,Marg Ltd,18.35
530545,COSCO (INDIA) LTD.-$,Active,X,10.00,INE949B01018,Leisure Products,COSCO,Equity,https://www.bseindia.com/stock-share-price/cosco-(india)-ltd/cosco/530545/,Cosco (India) ltd.,115.68
530547,KEN FINANCIAL SERVICES LTD.,Active,XT,10.00,INE395E01018,Non Banking Financial Company (NBFC),KENFIN,Equity,https://www.bseindia.com/stock-share-price/ken-financial-services-ltd/kenfin/530547/,Ken Financial Services Ltd.,3.80
530549,SHILPA MEDICARE LTD.,Active,A,1.00,INE790G01031,Pharmaceuticals,SHILPAMED,Equity,https://www.bseindia.com/stock-share-price/shilpa-medicare-ltd/shilpamed/530549/,Shilpa Medicare Ltd.,2823.23
530551,MONALISA INFOTECH LTD.,Delisted,XT,2.00,INE021B01024,,MONINFO,Equity,https://www.bseindia.com/stock-share-price/monalisa-infotech-ltd/moninfo/530551/,Monalisa Infotech Ltd.,2.05
530553,GLOBAL INDUSTRIES LTD.,Delisted,P,10.00,NA,,GLOBALI,Equity,https://www.bseindia.com/stock-share-price/global-industries-ltd/globali/530553/,Global Industries Ltd.,
530555,PARAMOUNT COMMUNICATIONS LTD.-$,Active,B,2.00,INE074B01023,Cables - Electricals,PARACABLES,Equity,https://www.bseindia.com/stock-share-price/paramount-communications-ltd/paracables/530555/,Paramount Communications Ltd.,2657.69
530557,NCL RESEARCH & FINANCIAL SERVICES LTD.,Active,X,1.00,INE132F01038,Non Banking Financial Company (NBFC),NCLRESE,Equity,https://www.bseindia.com/stock-share-price/ncl-research--financial-services-ltd/nclrese/530557/,NCL Research And Financial Services,77.06
530559,PIYUSH STEELS LTD.,Delisted,P,10.00,NA,,PIYUSHT,Equity,https://www.bseindia.com/stock-share-price/piyush-steels-ltd/piyusht/530559/,Piyush Steels Ltd.,
530561,Radford Global Limited,Delisted,XT,2.00,INE783M01026,Hotels & Resorts,RADGLOBAL,Equity,https://www.bseindia.com/stock-share-price/radford-global-limited/radglobal/530561/,Radford Global Limited,39.09
530563,STRONTIUM FERRITEN INDIA LTD.,Delisted,Z,10.00,NA,,STRONTI,Equity,https://www.bseindia.com/stock-share-price/strontium-ferriten-india-ltd/stronti/530563/,Strontium Ferriten India Ltd.,
530565,ARCHANA SOFTWARE LTD.,Active,XT,10.00,INE149B01015,Software Products,SSLFINANCE,Equity,https://www.bseindia.com/stock-share-price/archana-software-ltd/sslfinance/530565/,Archana Software Ltd.,41.54
530567,ASSOCIATED BUSINESS CREDITS LTD.,Delisted,P,10.00,NA,,ASBUSIN,Equity,https://www.bseindia.com/stock-share-price/associated-business-credits-ltd/asbusin/530567/,Associated Business Credits Ltd.,
530569,SKN INDUSTRIES LTD.,Delisted,B,10.00,INE931C01014,,SKNIND,Equity,https://www.bseindia.com/stock-share-price/skn-industries-ltd/sknind/530569/,SKN Industries Ltd.,
530571,EXPLICIT FINANCE LTD.,Active,XT,10.00,INE335G01019,Diversified Commercial Services,EXPLICITFIN,Equity,https://www.bseindia.com/stock-share-price/explicit-finance-ltd/explicitfin/530571/,Explicit Finance Limited,6.26
530573,TRINITY BIO-TECH LTD.,Delisted,XD,10.00,INE785B01016,,TRINITY,Equity,https://www.bseindia.com/stock-share-price/trinity-bio-tech-ltd/trinity/530573/,Trinity Bio-tech Ltd.,1.14
530575,SUNSTAR SOFTWARE SYSTEMS LTD.,Delisted,Z,10.00,INE296B01014,,SUNSS,Equity,https://www.bseindia.com/stock-share-price/sunstar-software-systems-ltd/sunss/530575/,Sunstar Software Systems Ltd.,
530577,LADDERUP FINANCE LTD.,Active,X,10.00,INE519D01015,Non Banking Financial Company (NBFC),LADDERUP,Equity,https://www.bseindia.com/stock-share-price/ladderup-finance-ltd/ladderup/530577/,Ladderup Finance Ltd.,37.92
530579,U. Y. Fincorp Ltd,Active,X,5.00,INE152C01025,Non Banking Financial Company (NBFC),UYFINCORP,Equity,https://www.bseindia.com/stock-share-price/u-y-fincorp-ltd/uyfincorp/530579/,U. Y. FINCORP LIMITED,522.20
530581,EKAM LEASING & FINANCE CO.LTD.,Active,XT,5.00,INE906L01025,Diversified Commercial Services,EKAMLEA,Equity,https://www.bseindia.com/stock-share-price/ekam-leasing--finance-coltd/ekamlea/530581/,Ekam Leasing & Finance Co. Ltd.,4.16
530583,VOGUE TEXTILES LTD.,Delisted,X,10.00,INE047F01012,,VOGUETEX,Equity,https://www.bseindia.com/stock-share-price/vogue-textiles-ltd/voguetex/530583/,Vogue Textiles Ltd.,1.50
530585,SWASTIKA INVESTMART LTD.,Active,XT,10.00,INE691C01014,Stockbroking & Allied,SWASTIKA,Equity,https://www.bseindia.com/stock-share-price/swastika-investmart-ltd/swastika/530585/,Swastika Investmart Ltd,150.07
530587,BARKHA INDUSTRIES LTD.,Delisted,Z,10.00,NA,,BARKHAI,Equity,https://www.bseindia.com/stock-share-price/barkha-industries-ltd/barkhai/530587/,Barkha Industries Ltd,
530589,PRIMA PLASTICS LTD.,Active,X,10.00,INE573B01016,Plastic Products - Consumer,PRIMAPLA,Equity,https://www.bseindia.com/stock-share-price/prima-plastics-ltd/primapla/530589/,Prima Plastics Ltd.,183.43
530591,NOBLE BROTHERS IMPEX LTD.,Delisted,P,10.00,NA,,NOBLEBR,Equity,https://www.bseindia.com/stock-share-price/noble-brothers-impex-ltd/noblebr/530591/,Noble Brothers Impex Ltd.,
530593,SIRHIND STEEL LTD.,Delisted,P,10.00,NA,,SIRHIND,Equity,https://www.bseindia.com/stock-share-price/sirhind-steel-ltd/sirhind/530593/,Sirhind Steel Ltd.,5.58
530595,TELECANOR GLOBAL LTD.,Active,XT,10.00,INE381G01013,Software Products,TELECANOR,Equity,https://www.bseindia.com/stock-share-price/telecanor-global-ltd/telecanor/530595/,TeleCanor Global Limited,7.48
530597,VIJAY SHANTHI FINANCE LTD.,Delisted,Z,10.00,NA,,VIJAYSH,Equity,https://www.bseindia.com/stock-share-price/vijay-shanthi-finance-ltd/vijaysh/530597/,Vijay Shanthi Finance Ltd.,
530599,GMSCOM,Delisted,B,10.00,INE106B01015,,GMSCOM,Equity,https://www.bseindia.com/stock-share-price/-/gmscom/530599/,GMS Computers (India) Ltd.,
530601,JAGSONPAL FINANCE & LEASING LTD.,Active,XT,10.00,INE582C01015,Non Banking Financial Company (NBFC),JAGSONFI,Equity,https://www.bseindia.com/stock-share-price/jagsonpal-finance--leasing-ltd/jagsonfi/530601/,Jagsonpal Finance & Leasing Ltd.,3.15
530603,KANDHARI RUBBERS LTD.,Delisted,P,10.00,NA,,KANDHAR,Equity,https://www.bseindia.com/stock-share-price/kandhari-rubbers-ltd/kandhar/530603/,Kandhari Rubbers Ltd.,
530605,GSL Nova Petrochemicals Limited,Suspended,Z,5.00,INE787A01022,Other Textile Products,GSLNOVA,Equity,https://www.bseindia.com/stock-share-price/gsl-nova-petrochemicals-limited/gslnova/530605/,GSL Nova Petrochemicals Limited,1.43
530607,JAY FINLEASE AND MANAGEMENT SERVICES LTD.,Delisted,Z,10.00,NA,,JAYFINL,Equity,https://www.bseindia.com/stock-share-price/jay-finlease-and-management-services-ltd/jayfinl/530607/,Jay Finlease And Management Service,
530609,CARNATION INDUSTRIES LTD.,Active,XT,10.00,INE081B01010,Other Industrial Products,CARNATIN,Equity,https://www.bseindia.com/stock-share-price/carnation-industries-ltd/carnatin/530609/,Carnation Industries Ltd.,2.54
530611,STURDY INDUSTRIES LTD.,Active,XT,2.00,INE134F01026,Plastic Products - Industrial,STURDY,Equity,https://www.bseindia.com/stock-share-price/sturdy-industries-ltd/sturdy/530611/,Sturdy Industries Ltd.,9.53
530615,GARG FURNACE LTD.,Active,XT,10.00,INE194E01015,Iron & Steel Products,GARGFUR,Equity,https://www.bseindia.com/stock-share-price/garg-furnace-ltd/gargfur/530615/,Garg Furnace Ltd.,103.12
530617,SAMPRE NUTRITIONS LTD.,Active,XT,10.00,INE375C01014,Packaged Foods,SAMPRE,Equity,https://www.bseindia.com/stock-share-price/sampre-nutritions-ltd/sampre/530617/,Sampre Nutritions Ltd.,65.31
530619,RELIGARE TECHNOVA GLOBAL SOLUTIONS LTD.,Delisted,B,5.00,INE603B01029,,RELIGLOBE,Equity,https://www.bseindia.com/stock-share-price/religare-technova-global-solutions-ltd/religlobe/530619/,Religare Technova Global Solutions Limited,0.00
530621,Akar Auto Industries Ltd,Active,XT,5.00,INE864E01021,Auto Components & Equipments,AAIL,Equity,https://www.bseindia.com/stock-share-price/akar-auto-industries-ltd/aail/530621/,Akar Auto Industries Limited,158.10
530623,JAINPUR STRAW BOARDS & PAPERS LTD.,Delisted,Z,10.00,NA,,JAINPUR,Equity,https://www.bseindia.com/stock-share-price/jainpur-straw-boards--papers-ltd/jainpur/530623/,Jainpur Straw Boards & Papers Ltd.,
530625,SOL LTD.,Delisted,Z,10.00,NA,,SOLIMTD-B,Equity,https://www.bseindia.com/stock-share-price/sol-ltd/solimtd-b/530625/,SOL Ltd,
530627,Vipul Organics Ltd,Active,X,10.00,INE834D01018,Specialty Chemicals,VIPULORG,Equity,https://www.bseindia.com/stock-share-price/vipul-organics-ltd/vipulorg/530627/,Vipul Organics Limited,226.77
530629,MONARCH DYESTUFFS INDUSTRIES LTD.,Delisted,Z,10.00,NA,,MONARCH,Equity,https://www.bseindia.com/stock-share-price/monarch-dyestuffs-industries-ltd/monarch/530629/,Monarch Dyestuffs Industries Ltd.,
530631,ROSE ZINC LTD.,Delisted,P,10.00,INE018F01013,,ROSEZIN,Equity,https://www.bseindia.com/stock-share-price/rose-zinc-ltd/rosezin/530631/,Rose Zinc Ltd.,1.85
530633,HITKARI INDUSTRIES LTD.-$,Delisted,X,10.00,INE553B01018,,HITKARIIN,Equity,https://www.bseindia.com/stock-share-price/hitkari-industries-ltd/hitkariin/530633/,Hitkari Industries Ltd.,3.33
530635,TEXPLAST INDUSTRIES LTD.,Delisted,Z,10.00,INE544D01013,Packaging,TEXPI,Equity,https://www.bseindia.com/stock-share-price/texplast-industries-ltd/texpi/530635/,Texplast Industries Ltd.,8.65
530637,B.L.INDUSTRIES (INDIA) LTD.,Delisted,Z,10.00,NA,,BLINDUS,Equity,https://www.bseindia.com/stock-share-price/blindustries-(india)-ltd/blindus/530637/,B.L.Industries (India) Ltd.,
530641,SHRI NIRANJAN AYURVED BHAVAN LTD.,Delisted,B,10.00,INE942B01013,,SHRINIR,Equity,https://www.bseindia.com/stock-share-price/shri-niranjan-ayurved-bhavan-ltd/shrinir/530641/,Shri Niranjan Ayurved Bhavan Ltd.,2.32
530643,ECO RECYCLING LTD.,Active,XT,10.00,INE316A01038,Waste Management,ECORECO,Equity,https://www.bseindia.com/stock-share-price/eco-recycling-ltd/ecoreco/530643/,Eco Recycling Limited,856.78
530645,MALVIKA STEEL LTD.,Delisted,Z,10.00,INE190A01011,,MALVI,Equity,https://www.bseindia.com/stock-share-price/malvika-steel-ltd/malvi/530645/,Malvika Steel Ltd.,50.94
530647,KANVA FINANCE LTD.,Delisted,Z,10.00,NA,,KANVAFI,Equity,https://www.bseindia.com/stock-share-price/kanva-finance-ltd/kanvafi/530647/,Kanva Finance Ltd.,
530651,SOFTECH INFINIUM SOLUTIONS LTD.,Delisted,Z,10.00,INE181K01019,,SOFTECH,Equity,https://www.bseindia.com/stock-share-price/softech-infinium-solutions-ltd/softech/530651/,Softech Infinium Solutions Limited,0.41
530653,SHREE GANESH KNIT (INDIA) LTD.,Delisted,P,10.00,NA,,SHGANES,Equity,https://www.bseindia.com/stock-share-price/shree-ganesh-knit-(india)-ltd/shganes/530653/,Shree Ganesh Knit (india) Ltd.,
530655,Goodluck India Ltd,Active,B,2.00,INE127I01024,Iron & Steel Products,GOODLUCK,Equity,https://www.bseindia.com/stock-share-price/goodluck-india-ltd/goodluck/530655/,Goodluck India Limited,2904.96
530657,GLOBAL SECURITIES LTD.,Delisted,XT,10.00,INE742K01018,Trading & Distributors,GLOBSEC,Equity,https://www.bseindia.com/stock-share-price/global-securities-ltd/globsec/530657/,Global Securities Limited,5.40
530661,REGAUL BLUE (INDIA) LTD.,Delisted,Z,10.00,NA,,REGBLUI,Equity,https://www.bseindia.com/stock-share-price/regaul-blue-(india)-ltd/regblui/530661/,Regaul Blue (India) ltd.,
530663,GOYAL ASSOCIATES LTD.,Active,X,1.00,INE912B01032,Non Banking Financial Company (NBFC),GOYALASS,Equity,https://www.bseindia.com/stock-share-price/goyal-associates-ltd/goyalass/530663/,Goyal Associates Ltd.,10.89
530665,ZENITH HEALTH CARE LTD.,Active,XT,1.00,INE812B01026,Pharmaceuticals,ZENITHHE,Equity,https://www.bseindia.com/stock-share-price/zenith-health-care-ltd/zenithhe/530665/,Zenith Health Care Ltd.,33.00
530667,SRI NANDAA SPINNERS LTD.,Suspended,P,10.00,INE836E01011,Other Textile Products,SRINANDAA,Equity,https://www.bseindia.com/stock-share-price/sri-nandaa-spinners-ltd/srinandaa/530667/,Sri Nandaa Spinners Limited,7.28
530669,Ace Engitech Ltd,Active,XT,10.00,INE035401012,IT Enabled Services,ACEENGITEC,Equity,https://www.bseindia.com/stock-share-price/ace-engitech-ltd/aceengitec/530669/,ACE ENGITECH LIMITED,5.64
530673,PERK PHARMACEUTICALS LTD.,Delisted,P,10.00,NA,,PCRKPHA,Equity,https://www.bseindia.com/stock-share-price/perk-pharmaceuticals-ltd/pcrkpha/530673/,Perk Pharmaceuticals Ltd.,1.26
530675,YORK EXPORTS LTD.,Active,XT,10.00,INE057Q01018,Gems- Jewellery And Watches,YORKEXP,Equity,https://www.bseindia.com/stock-share-price/york-exports-ltd/yorkexp/530675/,York Exports Ltd.,15.12
530677,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,Active,X,10.00,INE822E01011,Residential- Commercial Projects,SUPREME,Equity,https://www.bseindia.com/stock-share-price/supreme-holdings--hospitality-(india)-ltd/supreme/530677/,Supreme Holdings & Hospitality (India) Ltd,236.63
530679,SHARDA SOLVENTS LTD.,Delisted,Z,10.00,NA,,SHARDAS,Equity,https://www.bseindia.com/stock-share-price/sharda-solvents-ltd/shardas/530679/,Sharda Solvents Ltd.,
530681,DIARUZA EXPORTS LTD.,Delisted,Z,10.00,NA,,DIARUZA,Equity,https://www.bseindia.com/stock-share-price/diaruza-exports-ltd/diaruza/530681/,Diaruza Exports Ltd.,
530683,PITHAMPUR POLY PRODUCTS LTD.,Suspended,P,10.00,INE747D01012,Packaging,PITHP,Equity,https://www.bseindia.com/stock-share-price/pithampur-poly-products-ltd/pithp/530683/,Pithampur Poly Products Ltd.,5.12
530685,GULABDAS FLEXIPACK INDUSTRIES LTD.,Delisted,Z,10.00,NA,,GULABDA,Equity,https://www.bseindia.com/stock-share-price/gulabdas-flexipack-industries-ltd/gulabda/530685/,Gulabdas Flexipack Industries LTD.,
530689,Lykis Limited,Active,X,10.00,INE624M01014,Trading & Distributors,LYKISLTD,Equity,https://www.bseindia.com/stock-share-price/lykis-limited/lykisltd/530689/,Lykis Limited,118.81
530691,AKASH AGRO INDUSTRIES LTD.,Delisted,Z,10.00,NA,,AKASAGR,Equity,https://www.bseindia.com/stock-share-price/akash-agro-industries-ltd/akasagr/530691/,Akash Agro Industries Ltd.,
530693,ADITYA INFO-SOFT LTD.,Delisted,Z,10.00,INE524F01010,,ADITYAINF,Equity,https://www.bseindia.com/stock-share-price/aditya-info-soft-ltd/adityainf/530693/,Aditya Info-soft Limited.,0.68
530695,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,Active,X,5.00,INE233C01023,Residential- Commercial Projects,PRIMEPRO,Equity,https://www.bseindia.com/stock-share-price/prime-property-development-corporation-ltd/primepro/530695/,Prime Property Development Corporation Ltd.,51.34
530697,Zenlabs Ethica Ltd,Active,X,10.00,INE546F01013,Diversified Commercial Services,ZENLABS,Equity,https://www.bseindia.com/stock-share-price/zenlabs-ethica-ltd/zenlabs/530697/,Zenlabs Ethica Limited,29.36
530699,Raj Rayon Industries Limited-$,Active,T,1.00,INE533D01032,Other Textile Products,RAJRILTD,Equity,https://www.bseindia.com/stock-share-price/raj-rayon-industries-limited/rajriltd/530699/,Raj Rayon Industries Limited,905.86
530701,KDJ Holidayscapes and Resorts Limited,Suspended,Z,2.00,INE089E01025,Hotels & Resorts,KDJHRL,Equity,https://www.bseindia.com/stock-share-price/kdj-holidayscapes-and-resorts-limited/kdjhrl/530701/,KDJ Holidayscapes and Resorts Limited,19.95
530703,INFO-DRIVE SOFTWARE LTD.,Suspended,XT,1.00,INE804D01029,Computers - Software & Consulting,INFODRIVE,Equity,https://www.bseindia.com/stock-share-price/info-drive-software-ltd/infodrive/530703/,Info-Drive Software Ltd.,6.55
530705,FLORA TEXTILES LTD.,Active,P,10.00,INE161F01011,Other Textile Products,FLORATX,Equity,https://www.bseindia.com/stock-share-price/flora-textiles-ltd/floratx/530705/,Flora Textiles Ltd.,6.12
530707,AFTEK LTD.,Delisted,Z,2.00,INE796A01023,,AFTEK,Equity,https://www.bseindia.com/stock-share-price/aftek-ltd/aftek/530707/,Aftek  Ltd.,17.96
530709,GOWRA LEASING & FINANCE LTD.,Active,XT,10.00,INE225G01012,Non Banking Financial Company (NBFC),GOWRALE,Equity,https://www.bseindia.com/stock-share-price/gowra-leasing--finance-ltd/gowrale/530709/,Gowra Leasing & Finance Ltd.,11.40
530711,JAGAN LAMPS LTD.,Active,XT,10.00,INE144C01014,Auto Components & Equipments,JAGANLAM,Equity,https://www.bseindia.com/stock-share-price/jagan-lamps-ltd/jaganlam/530711/,Jagan Lamps Ltd.,67.15
530713,AJEL LTD.,Active,X,10.00,INE229B01015,Computers - Software & Consulting,AJEL,Equity,https://www.bseindia.com/stock-share-price/ajel-ltd/ajel/530713/,AJEL Limited,19.49
530715,ALPS INDUSTRIES LTD.,Active,B,10.00,INE093B01015,Other Textile Products,ALPSINDUS,Equity,https://www.bseindia.com/stock-share-price/alps-industries-ltd/alpsindus/530715/,Alps Industries Ltd.,9.78
530717,EGGRO PAPER MOULDS LTD.,Delisted,Z,10.00,INE093F01016,,EGGROPA,Equity,https://www.bseindia.com/stock-share-price/eggro-paper-moulds-ltd/eggropa/530717/,Eggro Paper Moulds Ltd.,
530719,IKF FINANCE LTD.,Delisted,B,10.00,INE859C01017,,IKFIN,Equity,https://www.bseindia.com/stock-share-price/ikf-finance-ltd/ikfin/530719/,IKF Finance Ltd.,76.88
530721,ANG Industries Limited,Delisted,Z,10.00,INE017D01010,,ANGIND,Equity,https://www.bseindia.com/stock-share-price/ang-industries-limited/angind/530721/,ANG Industries Limited,1.19
530723,ASIT C.MEHTA FINANCIAL SERVICES LTD.,Active,XT,10.00,INE041B01014,Stockbroking & Allied,ASITCFIN,Equity,https://www.bseindia.com/stock-share-price/asit-cmehta-financial-services-ltd/asitcfin/530723/,Asit C Mehta Financial Services Limited,134.26
