SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
500132,EMPEE SUGARS & CHEMICALS LTD.,Suspended,Z,10.00,INE928B01012,Sugar,EMPEESUG,Equity,https://www.bseindia.com/stock-share-price/empee-sugars--chemicals-ltd/empeesug/500132/,Empee Sugars & Chemicals Ltd.,2.43
500133,ESAB INDIA LTD.,Active,A,10.00,INE284A01012,Other Industrial Products,ESABINDIA,Equity,https://www.bseindia.com/stock-share-price/esab-india-ltd/esabindia/500133/,Esab India Ltd.,8801.50
500134,ESSAR OIL LTD.,Delisted,A,10.00,INE011A01019,,ESSAROIL,Equity,https://www.bseindia.com/stock-share-price/essar-oil-ltd/essaroil/500134/,Essar Oil Ltd.,38094.55
500135,EPL Ltd,Active,A,2.00,INE255A01020,Packaging,EPL,Equity,https://www.bseindia.com/stock-share-price/epl-ltd/epl/500135/,EPL LIMITED,6311.67
500136,ESTER INDUSTRIES LTD.,Active,B,5.00,INE778B01029,Packaging,ESTER,Equity,https://www.bseindia.com/stock-share-price/ester-industries-ltd/ester/500136/,"Ester Industries Ltd.,",804.75
500138,UNIWORTH TEXTILES LTD.,Suspended,XT,10.00,INE486C01019,Other Textile Products,UNIWORTHT,Equity,https://www.bseindia.com/stock-share-price/uniworth-textiles-ltd/uniwortht/500138/,Uniworth Textiles Ltd.,6.85
500139,Fedders Electric and Engineering Ltd,Suspended,Z,10.00,INE249C01011,Civil Construction,FEDDERELEC,Equity,https://www.bseindia.com/stock-share-price/fedders-electric-and-engineering-ltd/fedderelec/500139/,Fedders Electric and Engineering Limited,15.63
500140,FEMNOR MINERAL (INDIA) LTD.,Delisted,Z,10.00,NA,,FEMNORM-B,Equity,https://www.bseindia.com/stock-share-price/femnor-mineral-(india)-ltd/femnorm-b/500140/,Femnor Mineral (India) Ltd.,
500141,FERRO ALLOYS CORPORATION LTD.,Delisted,X,1.00,INE912A01026,,FERROALL,Equity,https://www.bseindia.com/stock-share-price/ferro-alloys-corporation-ltd/ferroall/500141/,"Ferro Alloys Corporation Ltd.,",17.04
500142,FGP LTD.,Active,X,10.00,INE512A01016,Non Banking Financial Company (NBFC),FGP,Equity,https://www.bseindia.com/stock-share-price/fgp-ltd/fgp/500142/,FGP Ltd,9.87
500143,PH CAPITAL LTD.,Active,X,10.00,INE160F01013,Investment Company,PHCAP,Equity,https://www.bseindia.com/stock-share-price/ph-capital-ltd/phcap/500143/,P.H. Capital Ltd.,30.90
500144,FINOLEX CABLES LTD.,Active,A,2.00,INE235A01022,Cables - Electricals,FINCABLES,Equity,https://www.bseindia.com/stock-share-price/finolex-cables-ltd/fincables/500144/,"Finolex Cables Ltd.,",15947.75
500145,FIRST LEASING CO.OF INDIA LTD.,Delisted,Z,10.00,INE492B01019,,FIRSTLEASE,Equity,https://www.bseindia.com/stock-share-price/first-leasing-coof-india-ltd/firstlease/500145/,"First Leasing Co. of India Ltd.,",7.77
500147,John Cockerill India Ltd-$,Active,B,10.00,INE515A01019,Industrial Products,COCKERILL,Equity,https://www.bseindia.com/stock-share-price/john-cockerill-india-ltd/cockerill/500147/,JOHN COCKERILL INDIA LIMITED,1495.02
500148,UFLEX LTD.,Active,A,10.00,INE516A01017,Packaging,UFLEX,Equity,https://www.bseindia.com/stock-share-price/uflex-ltd/uflex/500148/,Uflex Limited,3443.04
500149,FLOATGLASS INDIA LTD.,Delisted,B,10.00,INE517A01015,,FLOAI,Equity,https://www.bseindia.com/stock-share-price/floatglass-india-ltd/floai/500149/,Floatglass India Limited,163.38
500150,FOSECO INDIA LTD.,Active,B,10.00,INE519A01011,Specialty Chemicals,FOSECOIND,Equity,https://www.bseindia.com/stock-share-price/foseco-india-ltd/fosecoind/500150/,Foseco India Ltd,2388.54
500151,GOLDEN TOBACCO LTD.,Active,Z,10.00,INE973A01010,Residential- Commercial Projects,GOLDENTOBC,Equity,https://www.bseindia.com/stock-share-price/golden-tobacco-ltd/goldentobc/500151/,Golden Tobacco Ltd.,97.48
500152,G.R.MAGNETS LTD.,Delisted,Z,10.00,INE523A01013,,GRMAG,Equity,https://www.bseindia.com/stock-share-price/grmagnets-ltd/grmag/500152/,"G.R. Magnets, Ltd.",
500153,GANESH BENZOPLAST LTD.,Active,B,1.00,INE388A01029,Oil Storage & Transportation,GANESHBE,Equity,https://www.bseindia.com/stock-share-price/ganesh-benzoplast-ltd/ganeshbe/500153/,"Ganesh Benzoplast Ltd.,",1014.83
500154,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD.,Suspended,XT,10.00,INE418A01016,Commodity Chemicals,FOSCL,Equity,https://www.bseindia.com/stock-share-price/futuristic-offshore-services--chemical-ltd/foscl/500154/,Futuristic Offshore Services and Chemical Ltd.,3.90
500155,GARDEN SILK MILLS LTD.,Delisted,B,10.00,INE526A01016,,GARDENSILK,Equity,https://www.bseindia.com/stock-share-price/garden-silk-mills-ltd/gardensilk/500155/,Garden Silk Mills Ltd.,32.02
500156,GERMAN REMEDIES LTD.,Delisted,B,10.00,INE382A01014,,GRMNR,Equity,https://www.bseindia.com/stock-share-price/german-remedies-ltd/grmnr/500156/,German Remedies Ltd.,391.68
500157,GICBALN-B,Delisted,Z,10.00,NA,,GICBALN-B,Equity,https://www.bseindia.com/stock-share-price/-/gicbaln-b/500157/,GIC Balanced Fund,93.75
500158,GICBGVL-B,Delisted,Z,10.00,,,GICBGVL-B,Equity,https://www.bseindia.com/stock-share-price/-/gicbgvl-b/500158/,GIC Big Value (QRT),
500159,Metroglobal Limited,Active,X,10.00,INE085D01033,Trading & Distributors,METROGLOBL,Equity,https://www.bseindia.com/stock-share-price/metroglobal-limited/metroglobl/500159/,Metroglobal Limited,189.33
500160,GTL LTD.,Active,T,10.00,INE043A01012,Other Telecom Services,GTL,Equity,https://www.bseindia.com/stock-share-price/gtl-ltd/gtl/500160/,GTL Ltd,266.62
500161,GLOBAL TRUST BANK LTD.,Delisted,T,10.00,INE130A01017,,GTB,Equity,https://www.bseindia.com/stock-share-price/global-trust-bank-ltd/gtb/500161/,"Global Trust Bank Ltd.,",0.00
500162,PARRYS SUGAR INDUSTRIES LTD.,Delisted,B,10.00,INE353B01021,,PARRYSUGAR,Equity,https://www.bseindia.com/stock-share-price/parrys-sugar-industries-ltd/parrysugar/500162/,Parrys  Sugar  Industries Limited,95.12
500163,GODFREY PHILLIPS INDIA LTD.,Active,A,2.00,INE260B01028,Cigarettes & Tobacco Products,GODFRYPHLP,Equity,https://www.bseindia.com/stock-share-price/godfrey-phillips-india-ltd/godfryphlp/500163/,"Godfrey Phillips India Ltd.,",11400.45
500164,GODREJ INDUSTRIES LTD.,Active,A,1.00,INE233A01035,Diversified,GODREJIND,Equity,https://www.bseindia.com/stock-share-price/godrej-industries-ltd/godrejind/500164/,Godrej Industries Ltd.,28315.69
500165,KANSAI NEROLAC PAINTS LTD.,Active,A,1.00,INE531A01024,Paints,KANSAINER,Equity,https://www.bseindia.com/stock-share-price/kansai-nerolac-paints-ltd/kansainer/500165/,Kansai Nerolac Paints,27335.36
500166,GOODRICKE GROUP LTD.,Active,X,10.00,INE300A01016,Tea & Coffee,GOODRICKE,Equity,https://www.bseindia.com/stock-share-price/goodricke-group-ltd/goodricke/500166/,"Goodricke Group Ltd.,",436.32
500167,GOOD VALUE MARKETING CO.LTD.,Delisted,Z,10.00,INE532A01014,,GOVMC,Equity,https://www.bseindia.com/stock-share-price/good-value-marketing-coltd/govmc/500167/,"Good Value Marketing Co. Ltd.,",
500168,GOODYEAR INDIA LTD.,Active,B,10.00,INE533A01012,Tyres & Rubber Products,GOODYEAR,Equity,https://www.bseindia.com/stock-share-price/goodyear-india-ltd/goodyear/500168/,"Goodyear India Ltd.,",2984.81
500169,GRAPCO MINING & CO.LTD.,Delisted,Z,10.00,NA,,GRPCOMI,Equity,https://www.bseindia.com/stock-share-price/grapco-mining--coltd/grpcomi/500169/,"Grapco Mining & Co. Ltd.,",
500170,GTN INDUSTRIES LTD.,Active,XT,10.00,INE537A01013,Other Textile Products,GTNINDS,Equity,https://www.bseindia.com/stock-share-price/gtn-industries-ltd/gtninds/500170/,GTN Industries Limited,83.23
500171,GHCL LTD.,Active,A,10.00,INE539A01019,Commodity Chemicals,GHCL,Equity,https://www.bseindia.com/stock-share-price/ghcl-ltd/ghcl/500171/,GHCL Ltd.,5696.06
500173,GFL Ltd,Active,B,1.00,INE538A01037,Holding Company,GFLLIMITED,Equity,https://www.bseindia.com/stock-share-price/gfl-ltd/gfllimited/500173/,GFL LIMITED,1084.22
500174,GUJARAT LEASE FINANCING LTD.,Active,B,10.00,INE540A01017,Other Financial Services,GLFL,Equity,https://www.bseindia.com/stock-share-price/gujarat-lease-financing-ltd/glfl/500174/,"Gujarat Lease Financing Limited,",17.17
500175,GUJARAT TELEPHONE CABLES LTD.,Delisted,B,10.00,INE261B01018,,GTCL,Equity,https://www.bseindia.com/stock-share-price/gujarat-telephone-cables-ltd/gtcl/500175/,"Gujarat Telephone Cables, Ltd.,",0.00
500176,HAMCO MINING & SMELTING LTD.,Delisted,Z,10.00,NA,,HAMCMIN-B,Equity,https://www.bseindia.com/stock-share-price/hamco-mining--smelting-ltd/hamcmin-b/500176/,HAMCO Mining & Smelting ltd.,
500177,HANIL ERA TEXTILES LTD.,Delisted,T,10.00,INE021D01012,,HANILERA,Equity,https://www.bseindia.com/stock-share-price/hanil-era-textiles-ltd/hanilera/500177/,Hanil Era Textiles Ltd.,8.03
500178,HARIG CRANKSHAFTS LTD.,Suspended,XT,1.00,INE905C01026,Auto Components & Equipments,HARCR,Equity,https://www.bseindia.com/stock-share-price/harig-crankshafts-ltd/harcr/500178/,"Harig Crankshafts Ltd.,",31.55
500179,HCL INFOSYSTEMS LTD.,Active,B,2.00,INE236A01020,Computers Hardware & Equipments,HCL-INSYS,Equity,https://www.bseindia.com/stock-share-price/hcl-infosystems-ltd/hcl-insys/500179/,HCL Infosystems Ltd,740.72
500180,HDFC Bank Ltd,Active,A,1.00,INE040A01034,Private Sector Bank,HDFCBANK,Equity,https://www.bseindia.com/stock-share-price/hdfc-bank-ltd/hdfcbank/500180/,HDFC Bank Ltd.,1254316.44
500181,HERBERTSONS LTD.,Delisted,B,10.00,INE546A1014,,HRBTSON-B,Equity,https://www.bseindia.com/stock-share-price/herbertsons-ltd/hrbtson-b/500181/,Herbertsons Ltd.,0.00
500182,HERO MOTOCORP LTD.,Active,A,2.00,INE158A01026,2/3 Wheelers,HEROMOTOCO,Equity,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/heromotoco/500182/,Hero MotoCorp Limited,86969.90
500183,HFCL Ltd,Active,A,1.00,INE548A01028,Telecom - Infrastructure,HFCL,Equity,https://www.bseindia.com/stock-share-price/hfcl-ltd/hfcl/500183/,HFCL LIMITED,12853.24
500184,Himadri Speciality Chemical Ltd,Active,T,1.00,INE019C01026,Specialty Chemicals,HSCL,Equity,https://www.bseindia.com/stock-share-price/himadri-speciality-chemical-ltd/hscl/500184/,Himadri Speciality Chemical Ltd.,16614.19
500185,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A,1.00,INE549A01026,Civil Construction,HCC,Equity,https://www.bseindia.com/stock-share-price/hindustan-construction-coltd/hcc/500185/,"Hindustan Construction Co. Ltd.,",5138.24
500186,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A,10.00,INE345A01011,Oil Exploration & Production,HINDOILEXP,Equity,https://www.bseindia.com/stock-share-price/hindustan-oil-exploration-coltd/hindoilexp/500186/,Hindustan Oil Exploration Co. Ltd.,2244.17
500187,Agi Greenpac Ltd,Active,A,2.00,INE415A01038,Packaging,AGI,Equity,https://www.bseindia.com/stock-share-price/agi-greenpac-ltd/agi/500187/,AGI GREENPAC LIMITED,5618.64
500188,HINDUSTAN ZINC LTD.,Active,A,2.00,INE267A01025,Zinc,HINDZINC,Equity,https://www.bseindia.com/stock-share-price/hindustan-zinc-ltd/hindzinc/500188/,"Hindustan Zinc Ltd.,",134111.63
500189,NDL Ventures Ltd,Active,B,10.00,INE353A01023,TV Broadcasting & Software Production,NDLVENTURE,Equity,https://www.bseindia.com/stock-share-price/ndl-ventures-ltd/ndlventure/500189/,NDL Ventures Limited,492.62
500190,HITECH DRILLING SERVICES INDIA LTD.,Delisted,B,10.00,INE555A01015,,HITDRDM,Equity,https://www.bseindia.com/stock-share-price/hitech-drilling-services-india-ltd/hitdrdm/500190/,Hitech Drilling Services India Ltd.,100.66
500191,HMT LTD.,Active,Z,10.00,INE262A01018,Industrial Products,HMT,Equity,https://www.bseindia.com/stock-share-price/hmt-ltd/hmt/500191/,HMT Limited,2429.13
500192,PRAG BOSIMI SYNTHETICS LTD.,Active,X,10.00,INE962B01011,Other Textile Products,PRAGBOS,Equity,https://www.bseindia.com/stock-share-price/prag-bosimi-synthetics-ltd/pragbos/500192/,Prag Bosimi Synthetics Ltd.,30.65
500193,HLV Ltd,Active,B,2.00,INE102A01024,Hotels & Resorts,HLVLTD,Equity,https://www.bseindia.com/stock-share-price/hlv-ltd/hlvltd/500193/,HLV LIMITED,2008.11
500195,HOTLINE GLASS LTD.,Delisted,XD,10.00,INE676B01017,,HOTLINGLAS,Equity,https://www.bseindia.com/stock-share-price/hotline-glass-ltd/hotlinglas/500195/,Hotline Glass Ltd.,5.20
500197,HYTAISUN MAGNETICS LTD.,Delisted,Z,10.00,NA,,HTSUMAG,Equity,https://www.bseindia.com/stock-share-price/hytaisun-magnetics-ltd/htsumag/500197/,"Hytaisun Magnetics Ltd.,",
500198,IBP CO.LTD.,Delisted,B,10.00,INE261A01010,,IBP,Equity,https://www.bseindia.com/stock-share-price/ibp-coltd/ibp/500198/,"IBP Co. Ltd.,",0.00
500199,I G PETROCHEMICALS LTD.,Active,B,10.00,INE204A01010,Commodity Chemicals,IGPL,Equity,https://www.bseindia.com/stock-share-price/i-g-petrochemicals-ltd/igpl/500199/,IG Petrochemicals Ltd,1603.49
500201,INDIA GLYCOLS LTD.,Active,B,10.00,INE560A01015,Commodity Chemicals,INDIAGLYCO,Equity,https://www.bseindia.com/stock-share-price/india-glycols-ltd/indiaglyco/500201/,India Glycols Ltd,2822.45
500202,INDIA LEASE DEVELOPMENT LTD.,Active,XT,10.00,INE333C01013,Non Banking Financial Company (NBFC),INDLEASE,Equity,https://www.bseindia.com/stock-share-price/india-lease-development-ltd/indlease/500202/,"India Lease Devl. Ltd.,",16.83
500203,INDIA POLYFIBRES LTD.,Delisted,B,10.00,INE860C01015,,INDPOLY,Equity,https://www.bseindia.com/stock-share-price/india-polyfibres-ltd/indpoly/500203/,"India Polyfibres Ltd.,",0.00
500204,INDIA SECURITIES LTD.,Delisted,B,1.00,INE134A01035,,INDSEC,Equity,https://www.bseindia.com/stock-share-price/india-securities-ltd/indsec/500204/,"India Securities Ltd.,",0.00
500206,Margo Finance Limited,Active,XT,10.00,INE680B01019,Non Banking Financial Company (NBFC),MARGOFIN,Equity,https://www.bseindia.com/stock-share-price/margo-finance-limited/margofin/500206/,Margo Finance Limited,17.59
500207,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B,10.00,INE156A01020,Other Textile Products,INDORAMA,Equity,https://www.bseindia.com/stock-share-price/indo-rama-synthetics-(india)-ltd/indorama/500207/,"Indo Rama Synthetics (India) Ltd.,",1538.48
500208,INDU NISSAN OXO-CHEMICAL INDUSTRIES LTD.,Delisted,X,10.00,INE599C01019,,INDUNISS,Equity,https://www.bseindia.com/stock-share-price/indu-nissan-oxo-chemical-industries-ltd/induniss/500208/,Indu Nissan Oxo-Chemical Industries,1.65
500209,INFOSYS LTD.,Active,A,5.00,INE009A01021,Computers - Software & Consulting,INFY,Equity,https://www.bseindia.com/stock-share-price/infosys-ltd/infy/500209/,Infosys Ltd,620139.12
500210,INGERSOLL-RAND (INDIA) LTD.,Active,A,10.00,INE177A01018,Compressors- Pumps & Diesel Engines,INGERRAND,Equity,https://www.bseindia.com/stock-share-price/ingersoll-rand-(india)-ltd/ingerrand/500210/,Ingersoll-Rand (India) Ltd.,9988.12
500211,INSILCO LTD.,Suspended,X,10.00,INE901A01011,Industrial Minerals,INSILCO,Equity,https://www.bseindia.com/stock-share-price/insilco-ltd/insilco/500211/,Insilco Ltd,52.43
500212,INTEGRATED FINANCIAL SERVICES LTD.,Delisted,XT,10.00,INE898B01017,Non Banking Financial Company (NBFC),IFSL,Equity,https://www.bseindia.com/stock-share-price/integrated-financial-services-ltd/ifsl/500212/,Integrated Financial Services Ltd.,34.05
500213,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X,10.00,INE262B01016,Tour- Travel Related Services,ITHL,Equity,https://www.bseindia.com/stock-share-price/international-travel-house-ltd/ithl/500213/,International Travel House Ltd,565.21
500214,ION EXCHANGE (INDIA) LTD.-$,Active,A,1.00,INE570A01022,Civil Construction,IONEXCHANG,Equity,https://www.bseindia.com/stock-share-price/ion-exchange-(india)-ltd/ionexchang/500214/,Ion Exchange (India) Ltd,8239.73
500215,AGRO TECH FOODS LTD.,Active,B,10.00,INE209A01019,Edible Oil,ATFL,Equity,https://www.bseindia.com/stock-share-price/agro-tech-foods-ltd/atfl/500215/,Agro Tech Foods Ltd,2056.64
500216,ITC HOTELS LTD.,Delisted,B,10.00,INE379A01010,,ITCHOTEL,Equity,https://www.bseindia.com/stock-share-price/itc-hotels-ltd/itchotel/500216/,ITC Hotels Limited,487.85
500217,ITW SIGNODE INDIA LTD.,Delisted,B,10.00,INE240A01014,,ITWSGDM,Equity,https://www.bseindia.com/stock-share-price/itw-signode-india-ltd/itwsgdm/500217/,ITW Signode India Ltd,176.61
500218,J.K.PHARMACHEM LTD.,Suspended,XT,10.00,INE335C01018,Pharmaceuticals,JKPHARMA,Equity,https://www.bseindia.com/stock-share-price/jkpharmachem-ltd/jkpharma/500218/,J.K.Pharmachem Ltd.,11.22
500219,JAIN IRRIGATION SYSTEMS LTD.,Active,A,2.00,INE175A01038,Plastic Products - Industrial,JISLJALEQS,Equity,https://www.bseindia.com/stock-share-price/jain-irrigation-systems-ltd/jisljaleqs/500219/,"Jain Irrigation Systems Ltd.,",4101.59
500220,JASCH INDUSTRIES LTD.,Suspended,XT,10.00,INE711C01010,Other Textile Products,JASCH,Equity,https://www.bseindia.com/stock-share-price/jasch-industries-ltd/jasch/500220/,Jasch Industries Ltd.,376.55
500221,JAYPEE HOTELS LTD.,Delisted,T,10.00,INE851A01018,,JPHOTEL,Equity,https://www.bseindia.com/stock-share-price/jaypee-hotels-ltd/jphotel/500221/,"Jaypee Hotels Ltd.,",128.46
500222,JCT ELECTRONICS LTD.,Delisted,XT,1.00,INE264B01020,,JCTEL,Equity,https://www.bseindia.com/stock-share-price/jct-electronics-ltd/jctel/500222/,"JCT Electronics Ltd.,",20.49
500223,JCT LTD.,Active,X,2.50,INE945A01026,Other Textile Products,JCTLTD,Equity,https://www.bseindia.com/stock-share-price/jct-ltd/jctltd/500223/,JCT Ltd,277.87
500224,JNDST,Delisted,B,10.00,INE023A01014,,JNDST,Equity,https://www.bseindia.com/stock-share-price/-/jndst/500224/,Nalwa Sons Investment Ltd,
500226,CONSOLIDATED FINVEST & HOLDINGS LTD.,Delisted,B,10.00,INE025A01027,,CONSOFIN,Equity,https://www.bseindia.com/stock-share-price/consolidated-finvest--holdings-ltd/consofin/500226/,Consolidated Finvest & Holdings Limited,0.00
500227,JINDAL POLY FILMS LTD.,Active,B,10.00,INE197D01010,Packaging,JINDALPOLY,Equity,https://www.bseindia.com/stock-share-price/jindal-poly-films-ltd/jindalpoly/500227/,Jindal Poly Films Ltd.,2971.35
500228,JSW STEEL LTD.,Active,A,1.00,INE019A01038,Iron & Steel,JSWSTEEL,Equity,https://www.bseindia.com/stock-share-price/jsw-steel-ltd/jswsteel/500228/,JSW Steel Limited,201823.32
500229,JINDVJY,Delisted,Z,10.00,NA,,JINDVJY,Equity,https://www.bseindia.com/stock-share-price/-/jindvjy/500229/,JSW Steel Limited,
500230,JINDALV,Delisted,Z,10.00,NA,,JINDALV,Equity,https://www.bseindia.com/stock-share-price/-/jindalv/500230/,JSW Steel Limited,
500231,UMANG DAIRIES LTD.,Active,B,5.00,INE864B01027,Dairy Products,UMANGDAIRY,Equity,https://www.bseindia.com/stock-share-price/umang-dairies-ltd/umangdairy/500231/,Umang Dairies Limited,169.09
500232,JORD ENGINEERS INDIA LTD.,Delisted,P,10.00,INE666F01019,,JORDENG-B,Equity,https://www.bseindia.com/stock-share-price/jord-engineers-india-ltd/jordeng-b/500232/,Jord Engineers India Ltd,
500233,KAJARIA CERAMICS LTD.,Active,A,1.00,INE217B01036,Ceramics,KAJARIACER,Equity,https://www.bseindia.com/stock-share-price/kajaria-ceramics-ltd/kajariacer/500233/,Kajaria Ceramics Ltd,21839.09
500234,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B,10.00,INE437B01014,Cement & Cement Products,KAKATCEM,Equity,https://www.bseindia.com/stock-share-price/kakatiya-cement-sugar--industries-ltd/kakatcem/500234/,Kakatiya Cement Sugar & Industries Ltd.,190.58
500235,KALYANI STEELS LTD.,Active,B,5.00,INE907A01026,Iron & Steel Products,KSL,Equity,https://www.bseindia.com/stock-share-price/kalyani-steels-ltd/ksl/500235/,Kalyani Steels Ltd,2662.40
500236,Kanel Industries Limited,Suspended,XT,10.00,INE252C01015,Trading & Distributors,KANELIND,Equity,https://www.bseindia.com/stock-share-price/kanel-industries-limited/kanelind/500236/,Kanel Industries Limited,3.48
500237,KEDIA DISTILLERIES LTD.,Delisted,Z,10.00,NA,,KEDIADI-B,Equity,https://www.bseindia.com/stock-share-price/kedia-distilleries-ltd/kediadi-b/500237/,Kedia Distilleries Ltd.,
500238,WHIRLPOOL OF INDIA LTD.,Active,A,10.00,INE716A01013,Household Appliances,WHIRLPOOL,Equity,https://www.bseindia.com/stock-share-price/whirlpool-of-india-ltd/whirlpool/500238/,Whirlpool of India Ltd,17156.24
500239,KG DENIM LTD.,Active,X,10.00,INE104A01012,Other Textile Products,KGDENIM,Equity,https://www.bseindia.com/stock-share-price/kg-denim-ltd/kgdenim/500239/,K.G.Denim Ltd,99.35
500240,KINETIC ENGINEERING LTD.,Active,X,10.00,INE266B01017,Auto Components & Equipments,KINETICENG,Equity,https://www.bseindia.com/stock-share-price/kinetic-engineering-ltd/kineticeng/500240/,"Kinetic Engineering Ltd.,",285.53
500241,KIRLOSKAR BROTHERS LTD.-$,Active,A,2.00,INE732A01036,Compressors- Pumps & Diesel Engines,KIRLOSBROS,Equity,https://www.bseindia.com/stock-share-price/kirloskar-brothers-ltd/kirlosbros/500241/,"Kirloskar Brothers Ltd.,",7313.17
500242,KIRLOSKAR PNEUMATIC CO.LTD.,Delisted,B,10.00,INE328A01017,,KIRPNDM,Equity,https://www.bseindia.com/stock-share-price/kirloskar-pneumatic-coltd/kirpndm/500242/,"Kirloskar Pneumatic Co. Ltd.,",4.56
500243,Kirloskar Industries Ltd,Active,B,10.00,INE250A01039,Castings & Forgings,KIRLOSIND,Equity,https://www.bseindia.com/stock-share-price/kirloskar-industries-ltd/kirlosind/500243/,Kirloskar Industries Ltd,3659.67
