tradingsymbol,noBlockDeals,bulkBlockDeals,marketDeptOrderBook.totalBuyQuantity,marketDeptOrderBook.totalSellQuantity,marketDeptOrderBook.bid,marketDeptOrderBook.ask,marketDeptOrderBook.tradeInfo.totalTradedVolume,marketDeptOrderBook.tradeInfo.totalTradedValue,marketDeptOrderBook.tradeInfo.totalMarketCap,marketDeptOrderBook.tradeInfo.ffmc,marketDeptOrderBook.tradeInfo.impactCost,marketDeptOrderBook.tradeInfo.cmDailyVolatility,marketDeptOrderBook.tradeInfo.cmAnnualVolatility,marketDeptOrderBook.valueAtRisk.securityVar,marketDeptOrderBook.valueAtRisk.indexVar,marketDeptOrderBook.valueAtRisk.varMargin,marketDeptOrderBook.valueAtRisk.extremeLossMargin,marketDeptOrderBook.valueAtRisk.adhocMargin,marketDeptOrderBook.valueAtRisk.applicableMargin,securityWiseDP.quantityTraded,securityWiseDP.deliveryQuantity,securityWiseDP.deliveryToTradedQuantity,securityWiseDP.seriesRemarks,securityWiseDP.secWiseDelPosDate,info.symbol,info.companyName,info.industry,info.activeSeries,info.debtSeries,info.tempSuspendedSeries,info.isFNOSec,info.isCASec,info.isSLBSec,info.isDebtSec,info.isSuspended,info.isETFSec,info.isDelisted,info.isin,info.isTop10,info.identifier,metadata.series,metadata.symbol,metadata.isin,metadata.status,metadata.listingDate,metadata.industry,metadata.lastUpdateTime,metadata.pdSectorPe,metadata.pdSymbolPe,metadata.pdSectorInd,securityInfo.boardStatus,securityInfo.tradingStatus,securityInfo.tradingSegment,securityInfo.sessionNo,securityInfo.slb,securityInfo.classOfShare,securityInfo.derivatives,securityInfo.surveillance.surv,securityInfo.surveillance.desc,securityInfo.faceValue,securityInfo.issuedSize,sddDetails.SDDAuditor,sddDetails.SDDStatus,priceInfo.lastPrice,priceInfo.change,priceInfo.pChange,priceInfo.previousClose,priceInfo.open,priceInfo.close,priceInfo.vwap,priceInfo.lowerCP,priceInfo.upperCP,priceInfo.pPriceBand,priceInfo.basePrice,priceInfo.intraDayHighLow.min,priceInfo.intraDayHighLow.max,priceInfo.intraDayHighLow.value,priceInfo.weekHighLow.min,priceInfo.weekHighLow.minDate,priceInfo.weekHighLow.max,priceInfo.weekHighLow.maxDate,priceInfo.weekHighLow.value,priceInfo.iNavValue,priceInfo.checkINAV,industryInfo.macro,industryInfo.sector,industryInfo.industry,industryInfo.basicIndustry,preOpenMarket.preopen,preOpenMarket.ato.buy,preOpenMarket.ato.sell,preOpenMarket.IEP,preOpenMarket.totalTradedVolume,preOpenMarket.finalPrice,preOpenMarket.finalQuantity,preOpenMarket.lastUpdateTime,preOpenMarket.totalBuyQuantity,preOpenMarket.totalSellQuantity,preOpenMarket.atoBuyQty,preOpenMarket.atoSellQty
ATULAUTO,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,813.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 607.4, 'quantity': 813}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",196433.0,1181.7,157608.21,56738.956032,0.14,3.36,64.19,22.34,0.0,22.34,3.5,74.16,100.0,196433.0,88207.0,44.9,,06-OCT-2023 EOD,ATULAUTO,Atul Auto Limited,AUTOMOBILES - 2 AND 3 WHEELERS,['EQ'],[],[],False,False,False,False,False,False,False,INE951D01028,False,ATULAUTOEQN,EQ,ATULAUTO,INE951D01028,Listed,26-Jun-2013,Commercial Vehicles,06-Oct-2023 16:00:00,25.31,346.63,NIFTY AUTO                                        ,Main,Active,Normal Market,-,No,Equity,No,LTASM - I (13),Long Term Additional Surveillance Measure (LTASM) - Stage I,5,26050944,-,-,605.0,19.549999999999955,3.33931164061832,585.45,587.6,607.4,601.58,526.9,643.95,10,585.45,583.55,614.7,605.0,202.6,07-Oct-2022,650.0,05-Sep-2023,605.0,,False,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles,"[{'price': 542, 'buyQty': 0, 'sellQty': 7}, {'price': 585.45, 'buyQty': 0, 'sellQty': 2}, {'price': 585.5, 'buyQty': 0, 'sellQty': 44}, {'price': 586.9, 'buyQty': 0, 'sellQty': 106}, {'price': 587.6, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 588, 'buyQty': 15, 'sellQty': 0}, {'price': 589, 'buyQty': 1, 'sellQty': 0}, {'price': 597, 'buyQty': 50, 'sellQty': 0}, {'price': 597.2, 'buyQty': 5, 'sellQty': 0}]",150,11,587.6,491.0,587.6,491.0,06-Oct-2023 09:07:07,8083.0,11272.0,150.0,11.0
AUBANK,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,212.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 713.55, 'quantity': 212}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",718188.0,5137.92,4764470.09,3430418.4641664,0.04,2.04,38.97,13.0,0.0,13.0,3.5,0.0,16.5,718188.0,285100.0,39.7,,06-OCT-2023 EOD,AUBANK,AU Small Finance Bank Limited,,['EQ'],[],[],True,False,True,False,False,False,False,INE949L01017,False,AUBANKEQN,EQ,AUBANK,INE949L01017,Listed,10-Jul-2017,Other Bank,06-Oct-2023 16:00:00,16.31,32.41,NIFTY BANK                                        ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,10,668228624,-,-,713.0,-1.3999999999999773,-0.1959686450167941,714.4,719.9,713.55,715.4,643.0,785.8,No Band,714.4,712.45,720.0,713.0,548.0,24-Mar-2023,795.0,29-May-2023,713.0,,False,Financial Services,Financial Services,Banks,Other Bank,"[{'price': 643.05, 'buyQty': 0, 'sellQty': 1}, {'price': 662.95, 'buyQty': 0, 'sellQty': 25}, {'price': 709.25, 'buyQty': 0, 'sellQty': 6}, {'price': 710.8, 'buyQty': 0, 'sellQty': 6}, {'price': 719.9, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 732.3, 'buyQty': 50, 'sellQty': 0}, {'price': 735, 'buyQty': 5, 'sellQty': 0}, {'price': 746.6, 'buyQty': 3, 'sellQty': 0}, {'price': 750, 'buyQty': 11, 'sellQty': 0}]",1129,4,719.9,1715.0,719.9,1715.0,06-Oct-2023 09:07:07,17541.0,34942.0,1129.0,4.0
AUROPHARMA,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,5.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 900.85, 'quantity': 5}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",1973985.0,17603.41,5279306.87,2534067.2962032,0.02,1.96,37.45,12.47,0.0,12.47,3.5,0.0,15.97,1973985.0,778255.0,39.43,,06-OCT-2023 EOD,AUROPHARMA,Aurobindo Pharma Limited,PHARMACEUTICALS,['EQ'],[],[],True,False,True,False,False,False,False,INE406A01037,False,AUROPHARMAEQN,EQ,AUROPHARMA,INE406A01037,Listed,19-Jul-2000,Pharmaceuticals,06-Oct-2023 16:00:00,31.93,41.78,NIFTY PHARMA                                      ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,1,585938609,-,-,901.0,23.75,2.707324023938444,877.25,877.1,900.85,891.77,789.55,964.95,No Band,877.25,877.1,903.5,901.0,397.2,03-Feb-2023,930.0,29-Sep-2023,901.0,,False,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,"[{'price': 850.9, 'buyQty': 0, 'sellQty': 5}, {'price': 850.95, 'buyQty': 0, 'sellQty': 43}, {'price': 859.75, 'buyQty': 0, 'sellQty': 1}, {'price': 870.3, 'buyQty': 0, 'sellQty': 14}, {'price': 877.1, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 880, 'buyQty': 74, 'sellQty': 0}, {'price': 882, 'buyQty': 300, 'sellQty': 0}, {'price': 894.8, 'buyQty': 2, 'sellQty': 0}, {'price': 921.1, 'buyQty': 4, 'sellQty': 0}]",135,0,877.1,1213.0,877.1,1213.0,06-Oct-2023 09:07:07,14894.0,43009.0,135.0,0.0
AURUM,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",11198.0,0.0,"[{'price': 129.35, 'quantity': 11198}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",141220.0,180.25,37447.63,24340.9615878,0.29,2.49,47.57,16.12,0.0,16.12,3.5,0.0,19.62,141220.0,87592.0,62.03,,06-OCT-2023 EOD,AURUM,Aurum PropTech Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE898S01029,False,AURUMEQN,EQ,AURUM,INE898S01029,Listed,19-Aug-2015,IT Enabled Services,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,Loss making for last 8 quarters (80),The company has been loss making for at least the last 8 quarters for main board and last 2 years for SME companies on consolidated basis,5,28629689,-,-,130.8,8.850000000000009,7.257072570725715,121.95,123.8,129.35,127.64,97.6,146.3,20,121.95,122.1,132.0,130.8,99.85,28-Mar-2023,143.45,28-Nov-2022,130.8,,False,Information Technology,Information Technology,IT - Services,IT Enabled Services,"[{'price': 120.85, 'buyQty': 50, 'sellQty': 0}, {'price': 121, 'buyQty': 25, 'sellQty': 0}, {'price': 121.6, 'buyQty': 1, 'sellQty': 0}, {'price': 121.65, 'buyQty': 4, 'sellQty': 0}, {'price': 123.8, 'buyQty': 0, 'sellQty': 500, 'iep': True}, {'price': 124, 'buyQty': 0, 'sellQty': 356}, {'price': 124.45, 'buyQty': 0, 'sellQty': 4}, {'price': 124.5, 'buyQty': 0, 'sellQty': 1}]",5,0,123.8,5.0,123.8,5.0,06-Oct-2023 09:07:06,19953.0,13095.0,5.0,0.0
AUSOMENT,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",9621.0,7.39,10496.95,2729.2061722000003,1.29,2.95,56.36,19.4,0.0,21.5,3.5,0.0,25.0,9621.0,5211.0,54.16,,06-OCT-2023 EOD,AUSOMENT,Ausom Enterprise Limited,TRADING,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE218C01016,False,AUSOMENTEQN,EQ,AUSOMENT,INE218C01016,Listed,17-Apr-1996,Trading & Distributors,06-Oct-2023 16:00:00,23.45,24.9,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,,,10,13623552,-,-,77.05,0.5499999999999972,0.7189542483660094,76.5,76.8,76.1,76.84,61.2,91.8,20,76.5,75.8,77.95,77.05,53.85,29-Mar-2023,90.5,22-Aug-2023,77.05,,False,Services,Services,Commercial Services & Supplies,Trading & Distributors,"[{'price': 0, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 75.25, 'buyQty': 80, 'sellQty': 0}, {'price': 75.3, 'buyQty': 2, 'sellQty': 0}, {'price': 76.5, 'buyQty': 300, 'sellQty': 0}, {'price': 76.6, 'buyQty': 500, 'sellQty': 0}, {'price': 76.75, 'buyQty': 500, 'sellQty': 0}, {'price': 78, 'buyQty': 0, 'sellQty': 25}, {'price': 78.8, 'buyQty': 0, 'sellQty': 2032}, {'price': 79.2, 'buyQty': 0, 'sellQty': 60}, {'price': 79.55, 'buyQty': 0, 'sellQty': 80}, {'price': 79.9, 'buyQty': 0, 'sellQty': 25}]",0,0,0.0,0.0,76.25,0.0,06-Oct-2023 09:07:08,8612.0,7673.0,0.0,0.0
AUTOAXLES,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,4.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 2231.45, 'quantity': 4}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",10500.0,233.56,336845.92,97685.3175975,0.1,2.23,42.6,14.3,0.0,14.3,3.5,0.0,17.8,10500.0,5840.0,55.62,,06-OCT-2023 EOD,AUTOAXLES,Automotive Axles Limited,AUTO ANCILLARIES,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE449A01011,False,AUTOAXLESEQN,EQ,AUTOAXLES,INE449A01011,Listed,29-May-2003,Auto Components & Equipments,06-Oct-2023 16:00:00,25.31,19.73,NIFTY AUTO                                        ,Main,Active,Normal Market,-,No,Equity,No,,,10,15111975,-,-,2229.0,16.5,0.7457627118644068,2212.5,2205.05,2231.45,2224.41,1770.0,2655.0,20,2212.5,2203.0,2238.9,2229.0,1872.05,26-Dec-2022,2693.2,15-May-2023,2229.0,,False,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,"[{'price': 2200, 'buyQty': 6, 'sellQty': 0}, {'price': 2202, 'buyQty': 100, 'sellQty': 0}, {'price': 2205, 'buyQty': 56, 'sellQty': 0}, {'price': 2205.05, 'buyQty': 10, 'sellQty': 0, 'iep': True}, {'price': 2212.5, 'buyQty': 0, 'sellQty': 7}, {'price': 2222.1, 'buyQty': 0, 'sellQty': 7}, {'price': 2223.6, 'buyQty': 0, 'sellQty': 13}, {'price': 2232, 'buyQty': 0, 'sellQty': 81}]",0,5,2205.05,5.0,2205.05,5.0,06-Oct-2023 09:07:07,877.0,5263.0,0.0,5.0
AVADHSUGAR,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",89913.0,598.55,132251.69,51578.159774700005,0.11,2.82,53.88,18.43,0.0,18.43,3.5,0.0,21.93,89913.0,24836.0,27.62,,06-OCT-2023 EOD,AVADHSUGAR,Avadh Sugar & Energy Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE349W01017,False,AVADHSUGAREQN,EQ,AVADHSUGAR,INE349W01017,Listed,28-Jul-2017,Sugar,06-Oct-2023 16:00:00,42.62,12.86,NIFTY FMCG                                        ,Main,Active,Normal Market,-,No,Equity,No,,,10,20018420,-,-,660.65,0.8500000000000227,0.1288269172476542,659.8,664.9,660.9,665.7,527.85,791.75,20,659.8,658.0,678.0,660.65,392.0,28-Mar-2023,733.75,14-Sep-2023,660.65,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,"[{'price': 655.2, 'buyQty': 36, 'sellQty': 0}, {'price': 660, 'buyQty': 127, 'sellQty': 228}, {'price': 662.85, 'buyQty': 0, 'sellQty': 100}, {'price': 662.95, 'buyQty': 0, 'sellQty': 100}, {'price': 663, 'buyQty': 50, 'sellQty': 0}, {'price': 663.1, 'buyQty': 0, 'sellQty': 43}, {'price': 664.9, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 665, 'buyQty': 2661, 'sellQty': 0}]",0,0,664.9,1211.0,664.9,1211.0,06-Oct-2023 09:07:07,5207.0,7374.0,0.0,0.0
AVALON,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",103.0,0.0,"[{'price': 570.55, 'quantity': 103}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",204502.0,1171.39,374501.07,112350.3216332,0.08,2.28,43.56,14.65,0.0,14.65,3.5,0.0,18.15,204502.0,77796.0,38.04,,06-OCT-2023 EOD,AVALON,Avalon Technologies Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE0LCL01028,False,AVALONEQN,EQ,AVALON,INE0LCL01028,Listed,18-Apr-2023,Other Electrical Equipment,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,2,65477939,-,-,571.95,4.75,0.837447108603667,567.2,570.95,570.55,572.8,453.8,680.6,20,567.2,562.5,581.65,571.95,348.0,09-May-2023,732.1,14-Jul-2023,571.95,,False,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,"[{'price': 525.25, 'buyQty': 0, 'sellQty': 38}, {'price': 570, 'buyQty': 0, 'sellQty': 10}, {'price': 570.5, 'buyQty': 0, 'sellQty': 100}, {'price': 570.95, 'buyQty': 0, 'sellQty': 400, 'iep': True}, {'price': 571.5, 'buyQty': 100, 'sellQty': 0}, {'price': 572, 'buyQty': 1, 'sellQty': 0}, {'price': 578.55, 'buyQty': 22, 'sellQty': 0}, {'price': 592.75, 'buyQty': 12, 'sellQty': 0}]",37,17,570.95,193.0,570.95,193.0,06-Oct-2023 09:07:06,8503.0,22412.0,37.0,17.0
AVANTIFEED,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",119526.0,532.01,606838.04,175983.03044580002,0.08,1.73,33.05,10.93,0.0,10.93,3.5,0.0,14.43,119526.0,67346.0,56.34,,06-OCT-2023 EOD,AVANTIFEED,Avanti Feeds Limited,FOOD AND FOOD PROCESSING,['EQ'],[],[],False,False,True,False,False,False,False,INE871C01038,False,AVANTIFEEDEQN,EQ,AVANTIFEED,INE871C01038,Listed,15-Apr-2015,Animal Feed,06-Oct-2023 16:00:00,23.45,25.84,NIFTY 500                                         ,Main,Active,Normal Market,-,Yes,Equity,No,,,1,136245630,-,-,445.4,3.7999999999999545,0.8605072463768012,441.6,442.55,445.8,445.1,353.3,529.9,20,441.6,442.0,447.0,445.4,321.1,28-Mar-2023,501.0,06-Oct-2022,445.4,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,"[{'price': 440.8, 'buyQty': 0, 'sellQty': 17}, {'price': 441.6, 'buyQty': 0, 'sellQty': 10}, {'price': 441.75, 'buyQty': 0, 'sellQty': 17}, {'price': 442.5, 'buyQty': 50, 'sellQty': 0}, {'price': 442.55, 'buyQty': 61, 'sellQty': 0, 'iep': True}, {'price': 442.7, 'buyQty': 0, 'sellQty': 17}, {'price': 443, 'buyQty': 25, 'sellQty': 0}, {'price': 455.25, 'buyQty': 12, 'sellQty': 0}]",6,0,442.55,44.0,442.55,44.0,06-Oct-2023 09:07:04,5638.0,38752.0,6.0,0.0
AVG,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",103.0,0.0,"[{'price': 285.15, 'quantity': 103}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",73700.0,208.73,33559.52,5705.1187995,0.75,1.58,30.19,9.92,0.0,9.92,3.5,0.0,13.42,73700.0,45973.0,62.38,,06-OCT-2023 EOD,AVG,AVG Logistics Limited,,['EQ'],[],"['SM', 'ST']",False,False,False,False,False,False,False,INE680Z01018,False,AVGEQN,EQ,AVG,INE680Z01018,Listed,12-May-2023,Logistics Solution Provider,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,11775271,-,-,285.0,4.350000000000023,1.5499732763228302,280.65,281.1,285.15,283.22,224.55,336.75,20,280.65,276.6,287.0,285.0,180.0,12-May-2023,314.6,26-Sep-2023,285.0,,False,Services,Services,Transport Services,Logistics Solution Provider,"[{'price': 0, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 269, 'buyQty': 100, 'sellQty': 0}, {'price': 271.65, 'buyQty': 2, 'sellQty': 0}, {'price': 275.5, 'buyQty': 100, 'sellQty': 0}, {'price': 277, 'buyQty': 1, 'sellQty': 0}, {'price': 281, 'buyQty': 10, 'sellQty': 0}, {'price': 282.75, 'buyQty': 0, 'sellQty': 100}, {'price': 283.6, 'buyQty': 0, 'sellQty': 150}, {'price': 284.1, 'buyQty': 0, 'sellQty': 515}, {'price': 284.9, 'buyQty': 0, 'sellQty': 77}, {'price': 285.9, 'buyQty': 0, 'sellQty': 100}]",0,0,0.0,0.0,281.3,0.0,06-Oct-2023 09:07:06,236.0,3286.0,0.0,0.0
AVROIND,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",27851.0,31.39,11227.28,3255.9100980000003,0.8,2.66,50.82,17.28,0.0,17.28,3.5,0.0,20.78,27851.0,5019.0,18.02,,06-OCT-2023 EOD,AVROIND,AVRO INDIA LIMITED,,['EQ'],[],['SM'],False,False,False,False,False,False,False,INE652Z01017,False,AVROINDEQN,EQ,AVROIND,INE652Z01017,Listed,07-Apr-2022,Plastic Products - Consumer,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,10087400,-,-,111.3,-0.9000000000000057,-0.8021390374331602,112.2,115.0,111.8,112.72,89.8,134.6,20,112.2,111.15,115.0,111.3,95.55,21-Nov-2022,162.0,03-Jan-2023,111.3,,False,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,"[{'price': 111.6, 'buyQty': 1, 'sellQty': 0}, {'price': 112, 'buyQty': 101, 'sellQty': 0}, {'price': 112.15, 'buyQty': 100, 'sellQty': 0}, {'price': 113.9, 'buyQty': 0, 'sellQty': 25}, {'price': 115, 'buyQty': 0, 'sellQty': 400, 'iep': True}, {'price': 115.95, 'buyQty': 0, 'sellQty': 59}, {'price': 116.5, 'buyQty': 0, 'sellQty': 420}, {'price': 117.15, 'buyQty': 50, 'sellQty': 0}]",0,1,115.0,50.0,115.0,50.0,06-Oct-2023 09:07:04,1488.0,11464.0,0.0,1.0
AVTNPL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",143184.0,117.57,124720.6,29932.94304,0.23,2.32,44.32,14.91,0.0,14.91,3.5,0.0,18.41,143184.0,82792.0,57.82,,06-OCT-2023 EOD,AVTNPL,AVT Natural Products Limited,FOOD AND FOOD PROCESSING,['EQ'],[],[],False,False,False,False,False,False,False,INE488D01021,False,AVTNPLEQN,EQ,AVTNPL,INE488D01021,Listed,10-Jan-2007,Other Agricultural Products,06-Oct-2023 16:00:00,42.62,16.16,NIFTY FMCG                                        ,Main,Active,Normal Market,-,No,Equity,No,,,1,152284000,-,-,81.9,0.5500000000000114,0.6760909649662095,81.35,81.85,81.9,82.11,65.1,97.6,20,81.35,81.4,82.9,81.9,73.7,29-Mar-2023,124.7,08-Dec-2022,81.9,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,"[{'price': 81.35, 'buyQty': 47, 'sellQty': 0}, {'price': 81.5, 'buyQty': 2500, 'sellQty': 0}, {'price': 81.85, 'buyQty': 0, 'sellQty': 170, 'iep': True}, {'price': 81.9, 'buyQty': 0, 'sellQty': 190}, {'price': 81.95, 'buyQty': 0, 'sellQty': 338}, {'price': 82, 'buyQty': 0, 'sellQty': 319}, {'price': 82.4, 'buyQty': 50, 'sellQty': 0}, {'price': 83, 'buyQty': 1, 'sellQty': 0}]",41,75,81.85,92.0,81.85,92.0,06-Oct-2023 09:07:05,17371.0,66402.0,41.0,75.0
AWHCL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,51.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 389.35, 'quantity': 51}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",1070527.0,4217.45,110447.26,59641.5178431,0.14,2.55,48.72,16.5,0.0,16.5,3.5,0.0,20.0,1070527.0,313781.0,29.31,,06-OCT-2023 EOD,AWHCL,Antony Waste Handling Cell Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE01BK01022,False,AWHCLEQN,EQ,AWHCL,INE01BK01022,Listed,01-Jan-2021,Waste Management,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,5,28287170,-,-,390.45,16.149999999999977,4.314720812182735,374.3,377.4,389.35,393.96,299.45,449.15,20,374.3,374.75,404.0,390.45,241.8,28-Mar-2023,404.0,06-Oct-2023,390.45,,False,Utilities,Utilities,Other Utilities,Waste Management,"[{'price': 347.15, 'buyQty': 0, 'sellQty': 63}, {'price': 372, 'buyQty': 10, 'sellQty': 0}, {'price': 374.3, 'buyQty': 10, 'sellQty': 0}, {'price': 375, 'buyQty': 275, 'sellQty': 20}, {'price': 376, 'buyQty': 1000, 'sellQty': 0}, {'price': 377, 'buyQty': 0, 'sellQty': 50}, {'price': 377.35, 'buyQty': 0, 'sellQty': 19}, {'price': 377.4, 'buyQty': 0, 'sellQty': 0, 'iep': True}]",158,0,377.4,158.0,377.4,158.0,06-Oct-2023 09:07:08,9873.0,25983.0,158.0,0.0
