tradingsymbol,noBlockDeals,bulkBlockDeals,marketDeptOrderBook.totalBuyQuantity,marketDeptOrderBook.totalSellQuantity,marketDeptOrderBook.bid,marketDeptOrderBook.ask,marketDeptOrderBook.tradeInfo.totalTradedVolume,marketDeptOrderBook.tradeInfo.totalTradedValue,marketDeptOrderBook.tradeInfo.totalMarketCap,marketDeptOrderBook.tradeInfo.ffmc,marketDeptOrderBook.tradeInfo.impactCost,marketDeptOrderBook.tradeInfo.cmDailyVolatility,marketDeptOrderBook.tradeInfo.cmAnnualVolatility,marketDeptOrderBook.valueAtRisk.securityVar,marketDeptOrderBook.valueAtRisk.indexVar,marketDeptOrderBook.valueAtRisk.varMargin,marketDeptOrderBook.valueAtRisk.extremeLossMargin,marketDeptOrderBook.valueAtRisk.adhocMargin,marketDeptOrderBook.valueAtRisk.applicableMargin,securityWiseDP.quantityTraded,securityWiseDP.deliveryQuantity,securityWiseDP.deliveryToTradedQuantity,securityWiseDP.seriesRemarks,securityWiseDP.secWiseDelPosDate,info.symbol,info.companyName,info.industry,info.activeSeries,info.debtSeries,info.tempSuspendedSeries,info.isFNOSec,info.isCASec,info.isSLBSec,info.isDebtSec,info.isSuspended,info.isETFSec,info.isDelisted,info.isin,info.isTop10,info.identifier,metadata.series,metadata.symbol,metadata.isin,metadata.status,metadata.listingDate,metadata.industry,metadata.lastUpdateTime,metadata.pdSectorPe,metadata.pdSymbolPe,metadata.pdSectorInd,securityInfo.boardStatus,securityInfo.tradingStatus,securityInfo.tradingSegment,securityInfo.sessionNo,securityInfo.slb,securityInfo.classOfShare,securityInfo.derivatives,securityInfo.surveillance.surv,securityInfo.surveillance.desc,securityInfo.faceValue,securityInfo.issuedSize,sddDetails.SDDAuditor,sddDetails.SDDStatus,priceInfo.lastPrice,priceInfo.change,priceInfo.pChange,priceInfo.previousClose,priceInfo.open,priceInfo.close,priceInfo.vwap,priceInfo.lowerCP,priceInfo.upperCP,priceInfo.pPriceBand,priceInfo.basePrice,priceInfo.intraDayHighLow.min,priceInfo.intraDayHighLow.max,priceInfo.intraDayHighLow.value,priceInfo.weekHighLow.min,priceInfo.weekHighLow.minDate,priceInfo.weekHighLow.max,priceInfo.weekHighLow.maxDate,priceInfo.weekHighLow.value,priceInfo.iNavValue,priceInfo.checkINAV,industryInfo.macro,industryInfo.sector,industryInfo.industry,industryInfo.basicIndustry,preOpenMarket.preopen,preOpenMarket.ato.buy,preOpenMarket.ato.sell,preOpenMarket.IEP,preOpenMarket.totalTradedVolume,preOpenMarket.finalPrice,preOpenMarket.finalQuantity,preOpenMarket.lastUpdateTime,preOpenMarket.totalBuyQuantity,preOpenMarket.totalSellQuantity,preOpenMarket.atoBuyQty,preOpenMarket.atoSellQty
MANGLMCEM,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",23354.0,85.8,100915.08,65594.804379,0.16,2.15,41.08,13.76,0.0,13.76,3.5,0.0,17.26,23354.0,13230.0,56.65,,06-OCT-2023 EOD,MANGLMCEM,Mangalam Cement Limited,CEMENT AND CEMENT PRODUCTS,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE347A01017,False,MANGLMCEMEQN,EQ,MANGLMCEM,INE347A01017,Listed,03-Jan-1996,Cement & Cement Products,06-Oct-2023 16:00:00,14.38,273.71,NIFTY COMMODITIES                                 ,Main,Active,Normal Market,-,No,Equity,No,,,10,27497298,-,-,367.0,-3.1499999999999773,-0.8510063487775166,370.15,370.15,367.85,367.37,296.15,444.15,20,370.15,364.15,371.75,367.0,234.1,28-Mar-2023,389.45,06-Oct-2022,367.0,,False,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,"[{'price': 367, 'buyQty': 30, 'sellQty': 0}, {'price': 368, 'buyQty': 30, 'sellQty': 0}, {'price': 369, 'buyQty': 30, 'sellQty': 0}, {'price': 370, 'buyQty': 0, 'sellQty': 249}, {'price': 370.15, 'buyQty': 1, 'sellQty': 0, 'iep': True}, {'price': 373.9, 'buyQty': 0, 'sellQty': 25}, {'price': 373.95, 'buyQty': 0, 'sellQty': 500}, {'price': 374.5, 'buyQty': 0, 'sellQty': 5}]",0,0,370.15,1.0,370.15,1.0,06-Oct-2023 09:07:04,4594.0,24611.0,0.0,0.0
MANINDS,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",1037.0,0.0,"[{'price': 194.35, 'quantity': 1037}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",1172227.0,2299.44,117471.42,57560.9962888,0.13,3.2,61.14,21.14,0.0,21.14,3.5,0.0,24.64,1172227.0,313402.0,26.74,,06-OCT-2023 EOD,MANINDS,Man Industries (India) Limited,STEEL AND STEEL PRODUCTS,['EQ'],[],[],False,False,False,False,False,False,False,INE993A01026,False,MANINDSEQN,EQ,MANINDS,INE993A01026,Listed,24-Jun-2005,Iron & Steel Products,06-Oct-2023 16:00:00,24.54,16.95,NIFTY METAL                                       ,Main,Active,Normal Market,-,No,Equity,No,,,5,60103055,-,-,195.45,1.8999999999999773,0.98165848617927,193.55,193.8,194.35,196.16,154.85,232.25,20,193.55,192.3,199.3,195.45,71.45,26-Dec-2022,199.3,06-Oct-2023,195.45,,False,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,"[{'price': 154.9, 'buyQty': 0, 'sellQty': 5}, {'price': 193.5, 'buyQty': 0, 'sellQty': 100}, {'price': 193.55, 'buyQty': 0, 'sellQty': 70}, {'price': 193.75, 'buyQty': 0, 'sellQty': 500}, {'price': 193.8, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 194, 'buyQty': 810, 'sellQty': 0}, {'price': 195, 'buyQty': 325, 'sellQty': 0}, {'price': 197.45, 'buyQty': 4, 'sellQty': 0}, {'price': 202.3, 'buyQty': 1, 'sellQty': 0}]",1781,531,193.8,2935.0,193.8,2935.0,06-Oct-2023 09:07:07,44467.0,62251.0,1781.0,531.0
MANINFRA,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",513.0,0.0,"[{'price': 160.95, 'quantity': 513}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",2731654.0,4312.19,596970.65,197000.3149092,0.1,2.54,48.53,16.47,0.0,16.47,3.5,0.0,19.97,2731654.0,1272617.0,46.59,,06-OCT-2023 EOD,MANINFRA,Man Infraconstruction Limited,CONSTRUCTION,['EQ'],[],[],False,False,True,False,False,False,False,INE949H01023,False,MANINFRAEQN,EQ,MANINFRA,INE949H01023,Listed,11-Mar-2010,Civil Construction,06-Oct-2023 16:00:00,23.45,28.77,NIFTY 500                                         ,Main,Active,Normal Market,-,Yes,Equity,No,,,2,371250405,-,-,160.8,10.0,6.63129973474801,150.8,151.7,160.95,157.86,120.65,180.95,20,150.8,150.8,162.0,160.8,66.2,27-Mar-2023,163.8,27-Sep-2023,160.8,,False,Industrials,Construction,Construction,Civil Construction,"[{'price': 143.3, 'buyQty': 0, 'sellQty': 1}, {'price': 150.8, 'buyQty': 0, 'sellQty': 77}, {'price': 151, 'buyQty': 0, 'sellQty': 20}, {'price': 151.6, 'buyQty': 0, 'sellQty': 600}, {'price': 151.7, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 151.75, 'buyQty': 500, 'sellQty': 0}, {'price': 152, 'buyQty': 205, 'sellQty': 0}, {'price': 155.3, 'buyQty': 330, 'sellQty': 0}, {'price': 156.25, 'buyQty': 188, 'sellQty': 0}]",806,100,151.7,2029.0,151.7,2029.0,06-Oct-2023 09:07:09,333971.0,193608.0,806.0,100.0
MANKIND,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,450.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 1799.45, 'quantity': 450}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",203884.0,3627.83,7194768.68,575581.4941296,0.05,1.38,26.36,8.62,0.0,9.0,3.5,0.0,12.5,203884.0,116751.0,57.26,,06-OCT-2023 EOD,MANKIND,Mankind Pharma Limited,,['EQ'],[],[],False,False,True,False,False,False,False,INE634S01028,False,MANKINDEQN,EQ,MANKIND,INE634S01028,Listed,09-May-2023,Pharmaceuticals,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,Yes,Equity,No,,,1,400588440,-,-,1796.05,19.399999999999864,1.091942701151035,1776.65,1768.4,1799.45,1779.36,1599.0,1954.3,10,1776.65,1746.65,1805.85,1796.05,1242.0,22-May-2023,1949.0,24-Jul-2023,1796.05,,False,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,"[{'price': 1599, 'buyQty': 0, 'sellQty': 240}, {'price': 1710, 'buyQty': 0, 'sellQty': 10}, {'price': 1723.4, 'buyQty': 0, 'sellQty': 88}, {'price': 1750, 'buyQty': 0, 'sellQty': 100}, {'price': 1768.4, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 1829.9, 'buyQty': 16, 'sellQty': 0}, {'price': 1854.9, 'buyQty': 10, 'sellQty': 0}, {'price': 1855, 'buyQty': 5, 'sellQty': 0}, {'price': 1856.65, 'buyQty': 38, 'sellQty': 0}]",191,474,1768.4,960.0,1768.4,960.0,06-Oct-2023 09:07:08,4270.0,8226.0,191.0,474.0
MANOMAY,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",223.0,0.0,"[{'price': 135.4, 'quantity': 223}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",123322.0,167.05,24717.74,5932.2582198,2.32,3.63,69.35,24.36,0.0,24.36,3.5,0.0,27.86,123322.0,47818.0,38.77,,06-OCT-2023 EOD,MANOMAY,Manomay Tex India Limited,,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE784W01015,False,MANOMAYEQN,EQ,MANOMAY,INE784W01015,Listed,18-Jan-2023,Other Textile Products,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,18048735,-,-,136.95,0.0999999999999943,0.0730727073438029,136.85,138.3,135.4,135.46,130.0,143.65,5,136.85,131.0,140.0,136.95,110.05,14-Mar-2023,168.35,27-Jan-2023,136.95,,False,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,"[{'price': 0, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 131.1, 'buyQty': 1000, 'sellQty': 0}, {'price': 131.15, 'buyQty': 40, 'sellQty': 0}, {'price': 134, 'buyQty': 100, 'sellQty': 0}, {'price': 135.1, 'buyQty': 500, 'sellQty': 0}, {'price': 135.15, 'buyQty': 80, 'sellQty': 0}, {'price': 141.15, 'buyQty': 0, 'sellQty': 369}, {'price': 141.2, 'buyQty': 0, 'sellQty': 100}, {'price': 141.95, 'buyQty': 0, 'sellQty': 60}, {'price': 142.7, 'buyQty': 0, 'sellQty': 10}, {'price': 143.6, 'buyQty': 0, 'sellQty': 500}]",0,0,0.0,0.0,140.05,0.0,06-Oct-2023 09:07:08,4145.0,1039.0,0.0,0.0
MANORAMA,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",73.0,0.0,"[{'price': 2251.25, 'quantity': 73}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",27517.0,617.32,268374.52,93931.0827525,0.5,2.43,46.43,15.67,0.0,15.67,3.5,0.0,19.17,27517.0,23534.0,85.53,,06-OCT-2023 EOD,MANORAMA,Manorama Industries Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE00VM01010,False,MANORAMAEQN,EQ,MANORAMA,INE00VM01010,Listed,01-Jul-2022,Other Food Products,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,11919810,-,-,2251.5,107.19999999999982,4.9993004710161735,2144.3,2158.05,2251.25,2243.4,2037.1,2251.5,5,2144.3,2148.05,2251.5,2251.5,894.85,27-Jan-2023,2251.5,06-Oct-2023,2251.5,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,"[{'price': 0, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 2072, 'buyQty': 25, 'sellQty': 0}, {'price': 2086.9, 'buyQty': 1, 'sellQty': 0}, {'price': 2102.5, 'buyQty': 1, 'sellQty': 0}, {'price': 2105, 'buyQty': 2, 'sellQty': 0}, {'price': 2141, 'buyQty': 1, 'sellQty': 0}, {'price': 2169, 'buyQty': 0, 'sellQty': 1}, {'price': 2184, 'buyQty': 0, 'sellQty': 100}, {'price': 2189, 'buyQty': 0, 'sellQty': 1}, {'price': 2199, 'buyQty': 0, 'sellQty': 101}, {'price': 2209, 'buyQty': 0, 'sellQty': 150}]",0,0,0.0,0.0,2101.1,0.0,06-Oct-2023 09:07:06,65.0,420.0,0.0,0.0
MANORG,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",2.0,0.0,"[{'price': 375.15, 'quantity': 2}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",3906.0,14.79,32039.57,12815.828016,0.68,2.8,53.49,18.27,0.0,18.27,3.5,0.0,21.77,3906.0,2588.0,66.26,,06-OCT-2023 EOD,MANORG,Mangalam Organics Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE370D01013,False,MANORGEQN,EQ,MANORG,INE370D01013,Listed,02-Nov-2021,Commodity Chemicals,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,8564440,-,-,374.1,-6.5,-1.7078297425118234,380.6,386.25,375.15,378.73,304.5,456.7,20,380.6,374.1,386.25,374.1,306.95,27-Mar-2023,665.0,09-Nov-2022,374.1,,False,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,"[{'price': 375, 'buyQty': 301, 'sellQty': 0}, {'price': 375.1, 'buyQty': 1, 'sellQty': 0}, {'price': 376, 'buyQty': 50, 'sellQty': 0}, {'price': 386.25, 'buyQty': 0, 'sellQty': 17, 'iep': True}, {'price': 388, 'buyQty': 0, 'sellQty': 90}, {'price': 389.5, 'buyQty': 0, 'sellQty': 15}, {'price': 390, 'buyQty': 0, 'sellQty': 1}, {'price': 397.75, 'buyQty': 3, 'sellQty': 0}]",0,3,386.25,3.0,386.25,3.0,06-Oct-2023 09:07:05,906.0,1110.0,0.0,3.0
MANYAVAR,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,0.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",170334.0,2199.86,3168342.53,792085.63185,0.07,1.63,31.14,10.24,0.0,10.24,3.5,0.0,13.74,170334.0,145126.0,85.2,,06-OCT-2023 EOD,MANYAVAR,Vedant Fashions Limited,,['EQ'],[],[],False,False,True,False,False,False,False,INE825V01034,False,MANYAVAREQN,EQ,MANYAVAR,INE825V01034,Listed,16-Feb-2022,Speciality Retail,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,Yes,Equity,No,,,1,242784868,-,-,1305.0,12.200000000000044,0.9436881188118847,1292.8,1293.45,1298.9,1291.5,1034.25,1551.35,20,1292.8,1285.6,1311.0,1305.0,1058.05,28-Mar-2023,1501.55,06-Oct-2022,1305.0,,False,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,"[{'price': 1254.05, 'buyQty': 0, 'sellQty': 1}, {'price': 1289.5, 'buyQty': 0, 'sellQty': 8}, {'price': 1290.15, 'buyQty': 0, 'sellQty': 17}, {'price': 1291, 'buyQty': 0, 'sellQty': 95}, {'price': 1293.45, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 1309.8, 'buyQty': 14, 'sellQty': 0}, {'price': 1318.7, 'buyQty': 47, 'sellQty': 0}, {'price': 1320, 'buyQty': 5, 'sellQty': 0}, {'price': 1351, 'buyQty': 24, 'sellQty': 0}]",30,56,1293.45,185.0,1293.45,185.0,06-Oct-2023 09:07:06,3215.0,3669.0,30.0,56.0
MAPMYINDIA,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",367.0,0.0,"[{'price': 2213.45, 'quantity': 367}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",693598.0,15188.13,1197169.16,275348.9064205,0.06,2.19,41.84,14.05,0.0,14.05,3.5,0.0,17.55,693598.0,105828.0,15.26,,06-OCT-2023 EOD,MAPMYINDIA,C.E. Info Systems Limited,,['EQ'],[],[],False,False,True,False,False,False,False,INE0BV301023,False,MAPMYINDIAEQN,EQ,MAPMYINDIA,INE0BV301023,Listed,21-Dec-2021,Software Products,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,Yes,Equity,No,,,2,54048269,-,-,2215.0,91.0,4.28436911487759,2124.0,2139.9,2213.45,2189.76,1699.2,2548.8,20,2124.0,2110.15,2237.9,2215.0,984.05,24-Apr-2023,2269.0,04-Oct-2023,2215.0,,False,Information Technology,Information Technology,IT - Software,Software Products,"[{'price': 1969.75, 'buyQty': 0, 'sellQty': 11}, {'price': 2080, 'buyQty': 0, 'sellQty': 6}, {'price': 2100, 'buyQty': 0, 'sellQty': 10}, {'price': 2112.5, 'buyQty': 0, 'sellQty': 5}, {'price': 2139.9, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 2201, 'buyQty': 38, 'sellQty': 0}, {'price': 2210, 'buyQty': 5, 'sellQty': 0}, {'price': 2500, 'buyQty': 25, 'sellQty': 0}, {'price': 2548.8, 'buyQty': 14, 'sellQty': 0}]",391,92,2139.9,1579.0,2139.9,1584.0,06-Oct-2023 09:07:06,3852.0,11832.0,391.0,92.0
MARALOVER,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",40.0,0.0,"[{'price': 76.85, 'quantity': 40}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",22019.0,17.03,31774.37,7943.5935,0.86,3.4,64.96,22.65,0.0,22.65,3.5,73.85,100.0,22019.0,11628.0,52.81,,06-OCT-2023 EOD,MARALOVER,Maral Overseas Limited,TEXTILES - COTTON,['EQ'],[],[],False,False,False,False,False,False,False,INE882A01013,False,MARALOVEREQN,EQ,MARALOVER,INE882A01013,Listed,08-Feb-1995,Other Textile Products,06-Oct-2023 16:00:00,23.45,0.0,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,LTASM - I (13),Long Term Additional Surveillance Measure (LTASM) - Stage I,10,41508000,-,-,76.55,0.1499999999999914,0.1963350785340202,76.4,76.9,76.85,77.34,61.15,91.65,20,76.4,76.4,78.5,76.55,45.6,28-Mar-2023,84.45,20-Sep-2023,76.55,,False,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,"[{'price': 75.5, 'buyQty': 1, 'sellQty': 0}, {'price': 76, 'buyQty': 1, 'sellQty': 0}, {'price': 76.4, 'buyQty': 100, 'sellQty': 15}, {'price': 76.9, 'buyQty': 300, 'sellQty': 0, 'iep': True}, {'price': 77.5, 'buyQty': 0, 'sellQty': 250}, {'price': 78.25, 'buyQty': 0, 'sellQty': 197}, {'price': 78.45, 'buyQty': 0, 'sellQty': 110}]",0,0,76.9,15.0,76.9,15.0,06-Oct-2023 09:07:04,5770.0,29470.0,0.0,0.0
MARATHON,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,35.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 428.2, 'quantity': 35}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",54820.0,232.56,202916.0,50729.00076,0.21,2.95,56.36,19.36,0.0,19.36,3.5,0.0,22.86,54820.0,27687.0,50.51,,06-OCT-2023 EOD,MARATHON,Marathon Nextgen Realty Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE182D01020,False,MARATHONEQN,EQ,MARATHON,INE182D01020,Listed,29-Sep-2016,Residential Commercial Projects,06-Oct-2023 16:00:00,48.66,19.07,NIFTY REALTY                                      ,Main,Active,Normal Market,-,No,Equity,No,,,5,46971297,MR. K. S. RAGHAVAN,Non-compliant,432.0,5.449999999999989,1.277693119212282,426.55,428.75,428.2,424.23,341.25,511.85,20,426.55,418.0,434.95,432.0,186.5,11-Nov-2022,469.0,15-Sep-2023,432.0,,False,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,"[{'price': 421.2, 'buyQty': 101, 'sellQty': 0}, {'price': 422, 'buyQty': 25, 'sellQty': 0}, {'price': 426.5, 'buyQty': 15, 'sellQty': 0}, {'price': 426.55, 'buyQty': 24, 'sellQty': 0}, {'price': 428.75, 'buyQty': 0, 'sellQty': 32, 'iep': True}, {'price': 428.95, 'buyQty': 0, 'sellQty': 32}, {'price': 429.2, 'buyQty': 0, 'sellQty': 32}, {'price': 429.4, 'buyQty': 0, 'sellQty': 32}]",2,0,428.75,2.0,428.75,2.0,06-Oct-2023 09:07:09,1335.0,9988.0,2.0,0.0
MARICO,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",325.0,0.0,"[{'price': 537.45, 'quantity': 325}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",1428800.0,7716.23,6951787.53,2780715.0106048,0.03,1.42,27.13,8.92,0.0,9.0,3.5,0.0,12.5,1428800.0,878093.0,61.46,,06-OCT-2023 EOD,MARICO,Marico Limited,PERSONAL CARE,['EQ'],[],['BE'],True,False,True,False,False,False,False,INE196A01026,False,MARICOEQN,EQ,MARICO,INE196A01026,Listed,01-May-1996,Edible Oil,06-Oct-2023 16:00:00,42.62,63.85,NIFTY FMCG                                        ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,1,1293596488,-,-,537.4,-5.050000000000068,-0.930961378928946,542.45,546.1,537.45,540.05,488.2,596.65,No Band,542.45,536.65,546.1,537.4,462.7,20-Apr-2023,595.0,03-Oct-2023,537.4,,False,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,"[{'price': 488.25, 'buyQty': 0, 'sellQty': 164}, {'price': 500, 'buyQty': 0, 'sellQty': 100}, {'price': 515.35, 'buyQty': 0, 'sellQty': 288}, {'price': 531.35, 'buyQty': 0, 'sellQty': 726}, {'price': 546.1, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 562.95, 'buyQty': 31, 'sellQty': 0}, {'price': 566.25, 'buyQty': 13, 'sellQty': 0}, {'price': 566.9, 'buyQty': 31, 'sellQty': 0}, {'price': 570, 'buyQty': 10, 'sellQty': 0}]",2539,164,546.1,5809.0,546.1,5810.0,06-Oct-2023 09:07:05,48755.0,59829.0,2539.0,164.0
MARKSANS,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",4635.0,0.0,"[{'price': 109.1, 'quantity': 4635}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",759993.0,826.64,494854.81,222684.6647844,0.08,2.49,47.57,16.1,0.0,16.1,3.5,0.0,19.6,759993.0,382289.0,50.3,,06-OCT-2023 EOD,MARKSANS,Marksans Pharma Limited,PHARMACEUTICALS,['EQ'],[],['BE'],False,False,True,False,False,False,False,INE750C01026,False,MARKSANSEQN,EQ,MARKSANS,INE750C01026,Listed,21-Jan-2002,Pharmaceuticals,06-Oct-2023 16:00:00,31.93,38.17,NIFTY PHARMA                                      ,Main,Active,Normal Market,-,Yes,Equity,No,,,1,453163746,-,-,109.2,1.5499999999999972,1.43985137018114,107.65,108.0,109.1,108.77,86.15,129.15,20,107.65,107.45,109.6,109.2,45.8,11-Oct-2022,122.5,10-Aug-2023,109.2,,False,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,"[{'price': 107.5, 'buyQty': 0, 'sellQty': 400}, {'price': 107.65, 'buyQty': 0, 'sellQty': 76}, {'price': 107.85, 'buyQty': 0, 'sellQty': 25}, {'price': 108, 'buyQty': 550, 'sellQty': 50, 'iep': True}, {'price': 109.8, 'buyQty': 153, 'sellQty': 0}, {'price': 110, 'buyQty': 1, 'sellQty': 0}, {'price': 112.5, 'buyQty': 40, 'sellQty': 0}]",217,59,108.0,610.0,108.0,610.0,06-Oct-2023 09:07:06,31541.0,145135.0,217.0,59.0
